x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,0,0,0,0,0,0,0.0,1
0,0,1,0,0,0,0,-208.93099999999998,1
0,0,1,0,0,0,1,-120.5039999999999,1
0,0,0,0,0,0,1,-311.573,1
0,0,0,0,1,0,1,-115.77700000000004,1
0,0,1,0,1,0,1,275.2920000000001,1
0,0,1,0,1,0,0,-213.135,1
0,0,0,0,1,0,0,-204.204,1
0,0,0,0,1,1,0,-214.265,1
0,0,1,0,1,1,0,-23.19599999999997,1
0,0,1,0,1,1,1,865.2310000000001,1
0,0,0,0,1,1,1,274.162,1
0,0,0,0,0,1,1,-121.63400000000001,1
0,0,1,0,0,1,1,269.4350000000001,1
0,0,1,0,0,1,0,-218.99199999999996,1
0,0,0,0,0,1,0,-210.06099999999998,1
1,0,0,0,0,1,0,-311.599,1
1,0,1,0,0,1,0,-120.52999999999997,1
1,0,1,0,0,1,1,567.8970000000002,1
1,0,0,0,0,1,1,-23.172000000000025,1
1,0,0,0,1,1,1,572.624,1
1,0,1,0,1,1,1,1363.6930000000002,1
1,0,1,0,1,1,0,275.266,1
1,0,0,0,1,1,0,-115.803,1
1,0,0,0,1,0,0,-105.74200000000002,1
1,0,1,0,1,0,0,85.327,1
1,0,1,0,1,0,1,773.7540000000001,1
1,0,0,0,1,0,1,182.68499999999995,1
1,0,0,0,0,0,1,-213.111,1
1,0,1,0,0,0,1,177.95800000000008,1
1,0,1,0,0,0,0,-110.469,1
1,0,0,0,0,0,0,-101.53800000000001,1
1,1,0,0,0,0,0,-208.93900000000002,1
1,1,1,0,0,0,0,-17.870000000000005,1
1,1,1,0,0,0,1,470.5570000000001,1
1,1,0,0,0,0,1,-120.512,1
1,1,0,0,1,0,1,275.28399999999993,1
1,1,1,0,1,0,1,1066.353,1
1,1,1,0,1,0,0,177.926,1
1,1,0,0,1,0,0,-213.14300000000003,1
1,1,0,0,1,1,0,-23.204000000000008,1
1,1,1,0,1,1,0,567.865,1
1,1,1,0,1,1,1,1856.2920000000001,1
1,1,0,0,1,1,1,865.223,1
1,1,0,0,0,1,1,269.42699999999996,1
1,1,1,0,0,1,1,1060.496,1
1,1,1,0,0,1,0,172.06900000000002,1
1,1,0,0,0,1,0,-219.0,1
0,1,0,0,0,1,0,-117.46199999999999,1
0,1,1,0,0,1,0,73.60700000000003,1
0,1,1,0,0,1,1,762.0340000000001,1
0,1,0,0,0,1,1,170.96499999999997,1
0,1,0,0,1,1,1,566.761,1
0,1,1,0,1,1,1,1357.8300000000002,1
0,1,1,0,1,1,0,269.403,1
0,1,0,0,1,1,0,-121.666,1
0,1,0,0,1,0,0,-311.605,1
0,1,1,0,1,0,0,-120.536,1
0,1,1,0,1,0,1,567.8910000000001,1
0,1,0,0,1,0,1,-23.178000000000054,1
0,1,0,0,0,0,1,-218.974,1
0,1,1,0,0,0,1,172.09500000000008,1
0,1,1,0,0,0,0,-116.332,1
0,1,0,0,0,0,0,-107.40100000000001,1
0,1,0,1,0,0,0,-210.04000000000002,1
0,1,1,1,0,0,0,-218.971,1
0,1,1,1,0,0,1,269.4560000000001,1
0,1,0,1,0,0,1,-121.613,1
0,1,0,1,1,0,1,274.18299999999994,1
0,1,1,1,1,0,1,865.2520000000001,1
0,1,1,1,1,0,0,-23.17500000000001,1
0,1,0,1,1,0,0,-214.24400000000003,1
0,1,0,1,1,1,0,175.695,1
0,1,1,1,1,1,0,566.764,1
0,1,1,1,1,1,1,1855.1910000000003,1
0,1,0,1,1,1,1,1064.1219999999998,1
0,1,0,1,0,1,1,468.32599999999996,1
0,1,1,1,0,1,1,1059.395,1
0,1,1,1,0,1,0,170.96800000000002,1
0,1,0,1,0,1,0,-20.101,1
1,1,0,1,0,1,0,-121.63900000000001,1
1,1,1,1,0,1,0,269.43,1
1,1,1,1,0,1,1,1357.857,1
1,1,0,1,0,1,1,566.788,1
1,1,0,1,1,1,1,1362.5839999999998,1
