x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
1,1,1,1,1,1,1,2353.6530000000002,1
1,1,1,1,1,1,0,865.226,1
1,1,0,1,1,1,0,274.157,1
1,1,0,1,1,0,0,-115.78200000000004,1
1,1,1,1,1,0,0,275.287,1
1,1,1,1,1,0,1,1363.714,1
1,1,0,1,1,0,1,572.645,1
1,1,0,1,0,0,1,-23.15100000000001,1
1,1,1,1,0,0,1,567.9180000000001,1
1,1,1,1,0,0,0,-120.50900000000001,1
1,1,0,1,0,0,0,-311.57800000000003,1
1,0,0,1,0,0,0,-204.17700000000002,1
1,0,1,1,0,0,0,-213.108,1
1,0,1,1,0,0,1,275.3190000000001,1
1,0,0,1,0,0,1,-115.75,1
1,0,0,1,1,0,1,480.04599999999994,1
1,0,1,1,1,0,1,1071.1150000000002,1
1,0,1,1,1,0,0,182.688,1
1,0,0,1,1,0,0,-8.381000000000029,1
1,0,0,1,1,1,0,181.558,1
1,0,1,1,1,1,0,572.627,1
1,0,1,1,1,1,1,1861.054,1
1,0,0,1,1,1,1,1069.9850000000001,1
1,0,0,1,0,1,1,274.18899999999996,1
1,0,1,1,0,1,1,865.2580000000002,1
1,0,1,1,0,1,0,-23.168999999999983,1
1,0,0,1,0,1,0,-214.238,1
0,0,0,1,0,1,0,-112.69999999999999,1
0,0,1,1,0,1,0,-121.63099999999997,1
0,0,1,1,0,1,1,566.796,1
0,0,0,1,0,1,1,175.72699999999998,1
0,0,0,1,1,1,1,771.5229999999999,1
0,0,1,1,1,1,1,1362.592,1
0,0,1,1,1,1,0,274.165,1
0,0,0,1,1,1,0,83.096,1
0,0,0,1,1,0,0,-106.84300000000002,1
0,0,1,1,1,0,0,-115.774,1
0,0,1,1,1,0,1,572.653,1
0,0,0,1,1,0,1,181.58399999999995,1
0,0,0,1,0,0,1,-214.212,1
0,0,1,1,0,0,1,-23.142999999999915,1
0,0,1,1,0,0,0,-311.57,1
0,0,0,1,0,0,0,-102.63900000000001,1
