x_0,x_1,x_2,energy,num_occurrences
0,0,0,0.0,1
1,0,0,-101.54400000000001,1
1,0,1,-110.47800000000007,1
0,0,1,-208.93400000000003,1
0,1,1,-116.31700000000001,1
1,1,1,-17.861000000000075,1
1,1,0,-208.92700000000002,1
0,1,0,-107.38300000000001,1
