x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-4040.0420000000004,18
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-4040.04,15
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-4040.0119999999997,8
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-4040.004,18
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-4039.999,12
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-4039.999,13
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-4039.999,19
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-4039.9970000000003,3
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-4039.995,11
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-4039.995,6
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-4039.995,7
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-4039.9919999999993,11
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-4039.99,6
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-4039.982,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-4039.98,5
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-3050.048,5
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-3050.045,5
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-3050.0419999999995,3
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,-3050.041,5
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,-3050.0390000000007,6
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-3050.0389999999998,13
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,-3050.036,13
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-3050.034,8
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-3050.027,5
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-3050.0260000000003,2
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-3050.0249999999996,7
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-3050.0249999999996,6
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3050.0199999999995,3
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3050.017,3
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-3050.0119999999997,7
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3050.0119999999997,11
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,-3050.01,1
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-3050.01,8
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-3050.0069999999996,4
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-3050.0069999999996,7
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-3050.005,2
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-3050.004999999999,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,-3050.004,5
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-3050.004,2
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-3050.003,2
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-3050.0029999999997,2
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-3050.0020000000004,3
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,-3050.0,4
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,-3050.0,2
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,-3049.9979999999996,9
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,-3049.9979999999996,9
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-3049.9979999999996,10
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,-3049.9979999999996,2
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-3049.9979999999996,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,-3049.9979999999996,4
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3049.9969999999994,1
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-3049.9970000000003,2
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-3049.9969999999994,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-3049.995,4
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-3049.995,3
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-3049.995,4
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-3049.9939999999997,6
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-3049.9929999999995,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,-3049.991,9
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,-3049.990999999999,4
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-3049.99,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-3049.9889999999996,5
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-3049.9889999999996,2
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-3049.9880000000003,1
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,-3049.9880000000003,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-3049.987,8
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-3049.9850000000006,4
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-3049.9839999999995,4
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3049.9839999999995,2
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-3049.9839999999995,8
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-3049.983,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-3049.982,2
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,-3049.9809999999998,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-3049.9799999999996,4
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-3049.9790000000003,3
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-3049.9759999999997,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-3049.9749999999995,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-3049.965,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-3030.0370000000003,2
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-3030.034,4
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3030.013,2
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3030.012,5
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-3030.01,5
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-3030.01,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3030.0069999999996,5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-3030.005,6
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-3029.999,3
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-3029.998,1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-3029.9970000000003,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-3029.996,6
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-3029.996,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-3029.9939999999997,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3029.992,2
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3029.989,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-3029.987,5
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3029.9839999999995,2
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-3029.977,1
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.06666666666666667,-1069.9899999999998,3
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-2060.053,2
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-2060.0469999999996,4
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,-2060.0470000000005,3
