x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,0,0,0,0,0,0,0.0,1
0,0,1,0,0,0,0,-201.58999999999997,1
0,0,1,0,0,0,1,-109.62299999999999,1
0,0,0,0,0,0,1,-308.033,1
0,0,0,0,1,0,1,-120.57899999999995,1
0,0,1,0,1,0,1,277.831,1
0,0,1,0,1,0,0,-214.13599999999997,1
0,0,0,0,1,0,0,-212.546,1
0,0,0,0,1,1,0,-222.20799999999997,1
0,0,1,0,1,1,0,-23.797999999999945,1
0,0,1,0,1,1,1,868.1690000000001,1
0,0,0,0,1,1,1,269.75900000000007,1
0,0,0,0,0,1,1,-117.69499999999994,1
0,0,1,0,0,1,1,280.71500000000003,1
0,0,1,0,0,1,0,-211.25199999999995,1
0,0,0,0,0,1,0,-209.66199999999998,1
1,0,0,0,0,1,0,-314.63,1
1,0,1,0,0,1,0,-116.21999999999991,1
1,0,1,0,0,1,1,575.7470000000001,1
1,0,0,0,0,1,1,-22.662999999999926,1
1,0,0,0,1,1,1,564.791,1
1,0,1,0,1,1,1,1363.201,1
1,0,1,0,1,1,0,271.23400000000004,1
1,0,0,0,1,1,0,-127.17599999999993,1
1,0,0,0,1,0,0,-117.51400000000001,1
1,0,1,0,1,0,0,80.89600000000007,1
1,0,1,0,1,0,1,772.863,1
1,0,0,0,1,0,1,174.45300000000006,1
1,0,0,0,0,0,1,-213.00099999999998,1
1,0,1,0,0,0,1,185.40900000000002,1
1,0,1,0,0,0,0,-106.55799999999999,1
1,0,0,0,0,0,0,-104.96799999999999,1
1,1,0,0,0,0,0,-205.97,1
1,1,1,0,0,0,0,-7.560000000000002,1
1,1,1,0,0,0,1,484.40700000000004,1
1,1,0,0,0,0,1,-114.00299999999999,1
1,1,0,0,1,0,1,273.451,1
1,1,1,0,1,0,1,1071.861,1
1,1,1,0,1,0,0,179.89400000000006,1
1,1,0,0,1,0,0,-218.51600000000002,1
1,1,0,0,1,1,0,-28.17799999999994,1
1,1,1,0,1,1,0,570.232,1
1,1,1,0,1,1,1,1862.199,1
1,1,0,0,1,1,1,863.789,1
1,1,0,0,0,1,1,276.33500000000004,1
1,1,1,0,0,1,1,1074.7450000000001,1
1,1,1,0,0,1,0,182.77800000000008,1
1,1,0,0,0,1,0,-215.632,1
0,1,0,0,0,1,0,-110.66399999999999,1
0,1,1,0,0,1,0,87.74600000000004,1
0,1,1,0,0,1,1,779.713,1
0,1,0,0,0,1,1,181.30300000000005,1
0,1,0,0,1,1,1,568.7570000000001,1
0,1,1,0,1,1,1,1367.1670000000001,1
0,1,1,0,1,1,0,275.20000000000005,1
0,1,0,0,1,1,0,-123.20999999999998,1
0,1,0,0,1,0,0,-313.548,1
0,1,1,0,1,0,0,-115.13799999999998,1
0,1,1,0,1,0,1,576.829,1
0,1,0,0,1,0,1,-21.58099999999996,1
0,1,0,0,0,0,1,-209.03500000000003,1
0,1,1,0,0,0,1,189.375,1
0,1,1,0,0,0,0,-102.59199999999998,1
0,1,0,0,0,0,0,-101.00200000000001,1
0,1,0,1,0,0,0,-202.163,1
0,1,1,1,0,0,0,-203.753,1
0,1,1,1,0,0,1,288.214,1
0,1,0,1,0,0,1,-110.19600000000003,1
0,1,0,1,1,0,1,277.25800000000004,1
0,1,1,1,1,0,1,875.6679999999999,1
0,1,1,1,1,0,0,-16.298999999999978,1
0,1,0,1,1,0,0,-214.709,1
0,1,0,1,1,1,0,175.62900000000002,1
0,1,1,1,1,1,0,574.039,1
0,1,1,1,1,1,1,1866.006,1
0,1,0,1,1,1,1,1067.596,1
0,1,0,1,0,1,1,480.14200000000005,1
0,1,1,1,0,1,1,1078.552,1
0,1,1,1,0,1,0,186.58500000000004,1
0,1,0,1,0,1,0,-11.824999999999989,1
1,1,0,1,0,1,0,-116.793,1
1,1,1,1,0,1,0,281.6170000000001,1
1,1,1,1,0,1,1,1373.584,1
1,1,0,1,0,1,1,575.174,1
1,1,0,1,1,1,1,1362.628,1
1,1,1,1,1,1,1,2361.038,1
1,1,1,1,1,1,0,869.0709999999999,1
1,1,0,1,1,1,0,270.66100000000006,1
1,1,0,1,1,0,0,-119.67700000000002,1
1,1,1,1,1,0,0,278.73300000000006,1
1,1,1,1,1,0,1,1370.7,1
1,1,0,1,1,0,1,572.29,1
1,1,0,1,0,0,1,-15.163999999999987,1
1,1,1,1,0,0,1,583.2460000000001,1
1,1,1,1,0,0,0,-108.721,1
1,1,0,1,0,0,0,-307.131,1
1,0,0,1,0,0,0,-206.129,1
1,0,1,1,0,0,0,-207.719,1
1,0,1,1,0,0,1,284.24800000000005,1
1,0,0,1,0,0,1,-114.16199999999998,1
1,0,0,1,1,0,1,473.29200000000003,1
1,0,1,1,1,0,1,1071.702,1
1,0,1,1,1,0,0,179.73500000000007,1
1,0,0,1,1,0,0,-18.67500000000001,1
1,0,0,1,1,1,0,171.66300000000007,1
1,0,1,1,1,1,0,570.0730000000001,1
1,0,1,1,1,1,1,1862.04,1
1,0,0,1,1,1,1,1063.63,1
1,0,0,1,0,1,1,276.17600000000004,1
1,0,1,1,0,1,1,874.586,1
1,0,1,1,0,1,0,-17.380999999999915,1
1,0,0,1,0,1,0,-215.791,1
0,0,0,1,0,1,0,-110.82299999999998,1
0,0,1,1,0,1,0,-112.41299999999995,1
0,0,1,1,0,1,1,579.5540000000001,1
0,0,0,1,0,1,1,181.14400000000006,1
0,0,0,1,1,1,1,768.5980000000001,1
0,0,1,1,1,1,1,1367.008,1
0,0,1,1,1,1,0,275.04100000000005,1
0,0,0,1,1,1,0,76.63100000000003,1
0,0,0,1,1,0,0,-113.707,1
0,0,1,1,1,0,0,-115.29699999999997,1
0,0,1,1,1,0,1,576.6700000000001,1
0,0,0,1,1,0,1,178.26000000000005,1
0,0,0,1,0,0,1,-209.19400000000002,1
0,0,1,1,0,0,1,-10.783999999999992,1
0,0,1,1,0,0,0,-302.751,1
0,0,0,1,0,0,0,-101.161,1
