x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,0,0.0,-314.63,209
0,1,0,0,1,0,0,0.0,-313.548,220
0,0,0,0,0,0,1,0.0,-308.033,117
1,1,0,1,0,0,0,0.0,-307.131,132
0,0,1,1,0,0,0,0.0,-302.751,61
0,0,0,0,1,1,0,0.0,-222.20799999999997,25
1,1,0,0,1,0,0,0.0,-218.51600000000002,31
1,0,0,1,0,1,0,0.0,-215.791,13
1,1,0,0,0,1,0,0.0,-215.632,20
0,1,0,1,1,0,0,0.0,-214.709,7
0,0,1,0,1,0,0,0.0,-214.13599999999997,17
1,0,0,0,0,0,1,0.0,-213.00099999999998,18
0,0,0,0,1,0,0,0.0,-212.546,19
0,0,1,0,0,1,0,0.0,-211.25199999999995,11
0,0,0,0,0,1,0,0.0,-209.66199999999998,14
0,0,0,1,0,0,1,0.0,-209.19400000000002,5
0,1,0,0,0,0,1,0.0,-209.03500000000003,8
1,0,1,1,0,0,0,0.0,-207.719,10
1,0,0,1,0,0,0,0.0,-206.129,14
1,1,0,0,0,0,0,0.0,-205.97,11
0,1,1,1,0,0,0,0.0,-203.753,3
0,1,0,1,0,0,0,0.0,-202.163,10
0,0,1,0,0,0,0,0.0,-201.58999999999997,7
1,0,0,0,1,1,0,0.0,-127.17599999999993,2
0,1,0,0,1,1,0,0.0,-123.20999999999998,1
0,0,0,0,1,0,1,0.0,-120.57899999999995,2
1,1,0,1,1,0,0,0.0,-119.67700000000002,3
0,0,0,0,0,1,1,0.0,-117.69499999999994,1
1,0,0,0,1,0,0,0.0,-117.51400000000001,1
0,1,1,0,1,0,0,0.0,-115.13799999999998,1
1,1,0,0,0,0,1,0.0,-114.00299999999999,1
0,0,1,1,0,1,0,0.0,-112.41299999999995,1
0,0,0,1,0,1,0,0.0,-110.82299999999998,1
1,1,1,1,0,0,0,0.0,-108.721,2
0,1,0,0,0,0,0,0.0,-101.00200000000001,1
1,1,0,1,1,0,0,0.14285714285714285,-119.67700000000002,1
