x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,1,1,1,0,1,0,1798.049,1
0,1,0,1,0,1,0,-1.5720000000001164,1
1,1,0,1,0,1,0,-1202.571,1
1,1,1,1,0,1,0,2597.05,1
1,1,1,1,0,1,1,13396.922999999999,1
1,1,0,1,0,1,1,5597.302,1
1,1,0,1,1,1,1,13396.359,1
1,1,1,1,1,1,1,23195.98,1
1,1,1,1,1,1,0,8396.107,1
1,1,0,1,1,1,0,2596.486,1
1,1,0,1,1,0,0,-1402.9430000000002,1
1,1,1,1,1,0,0,2396.678,1
1,1,1,1,1,0,1,13196.551,1
1,1,0,1,1,0,1,5396.929999999999,1
1,1,0,1,0,0,1,-402.1270000000004,1
1,1,1,1,0,0,1,5397.494,1
1,1,1,1,0,0,0,-1402.379,1
1,1,0,1,0,0,0,-3202.0,1
1,0,0,1,0,0,0,-2201.999,1
1,0,1,1,0,0,0,-2402.3779999999997,1
1,0,1,1,0,0,1,2397.495,1
1,0,0,1,0,0,1,-1402.1260000000002,1
1,0,0,1,1,0,1,4396.931,1
1,0,1,1,1,0,1,10196.552,1
1,0,1,1,1,0,0,1396.679,1
1,0,0,1,1,0,0,-402.942,1
1,0,0,1,1,1,0,1596.487,1
1,0,1,1,1,1,0,5396.108,1
1,0,1,1,1,1,1,18195.981,1
1,0,0,1,1,1,1,10396.36,1
1,0,0,1,0,1,1,2597.303,1
1,0,1,1,0,1,1,8396.923999999999,1
1,0,1,1,0,1,0,-402.9489999999996,1
1,0,0,1,0,1,0,-2202.5699999999997,1
0,0,0,1,0,1,0,-1001.5709999999999,1
0,0,1,1,0,1,0,-1201.9499999999998,1
0,0,1,1,0,1,1,5597.923,1
0,0,0,1,0,1,1,1798.3019999999997,1
0,0,0,1,1,1,1,7597.3589999999995,1
0,0,1,1,1,1,1,13396.98,1
0,0,1,1,1,1,0,2597.107,1
0,0,0,1,1,1,0,797.4859999999999,1
0,0,0,1,1,0,0,-1201.9430000000002,1
0,0,1,1,1,0,0,-1402.3220000000001,1
0,0,1,1,1,0,1,5397.5509999999995,1
0,0,0,1,1,0,1,1597.9299999999994,1
0,0,0,1,0,0,1,-2201.1270000000004,1
0,0,1,1,0,0,1,-401.5060000000003,1
0,0,1,1,0,0,0,-3201.379,1
0,0,0,1,0,0,0,-1001.0,1
