x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0.0,-3003.569,83
1,1,0,1,0,0,0,0.0,-3003.0879999999997,108
1,0,0,0,0,1,0,0.0,-3002.095,201
0,0,0,0,0,0,1,0.0,-3000.808,218
0,1,0,0,1,0,0,0.0,-3000.4440000000004,131
1,0,0,1,0,1,0,0.0,-2004.4049999999997,18
1,0,1,1,0,0,0,0.0,-2004.3319999999999,9
0,1,1,1,0,0,0,0.0,-2003.5840000000003,8
0,0,0,1,0,0,1,0.0,-2003.118,12
1,0,0,1,0,0,0,0.0,-2003.0729999999999,10
0,1,0,1,1,0,0,0.0,-2002.7540000000004,4
0,0,1,0,0,1,0,0.0,-2002.591,12
0,1,0,1,0,0,0,0.0,-2002.325,11
1,1,0,0,0,1,0,0.0,-2002.1099999999997,17
0,0,0,0,1,1,0,0.0,-2001.761,15
0,0,1,0,1,0,0,0.0,-2001.688,7
1,0,0,0,0,0,1,0.0,-2001.571,23
0,0,0,0,0,1,0,0.0,-2001.3319999999999,11
0,0,1,0,0,0,0,0.0,-2001.259,11
1,1,0,0,1,0,0,0.0,-2001.207,11
0,1,0,0,0,0,1,0.0,-2000.8230000000003,18
1,1,0,0,0,0,0,0.0,-2000.778,12
0,0,0,0,1,0,0,0.0,-2000.429,19
0,0,1,1,0,1,0,0.0,-1004.9009999999998,1
1,1,0,1,0,1,0,0.0,-1004.4199999999996,2
1,1,1,1,0,0,0,0.0,-1004.347,1
1,0,0,1,0,0,1,0.0,-1003.8809999999999,4
1,1,0,1,1,0,0,0.0,-1003.5169999999998,1
1,0,1,0,0,1,0,0.0,-1003.3539999999998,3
0,1,0,1,0,0,1,0.0,-1003.1330000000003,3
1,0,0,0,1,1,0,0.0,-1002.5239999999999,1
0,0,0,1,0,0,0,0.0,-1002.31,1
0,0,0,0,0,1,1,0.0,-1002.1399999999994,2
0,1,0,0,1,1,0,0.0,-1001.7759999999998,2
1,1,0,0,0,0,1,0.0,-1001.5860000000002,2
0,1,0,0,0,1,0,0.0,-1001.3469999999998,1
0,1,1,0,0,0,0,0.0,-1001.2740000000003,1
0,0,0,0,1,0,1,0.0,-1001.2370000000001,1
1,0,0,0,0,0,0,0.0,-1000.7629999999999,1
0,1,0,0,1,0,1,0.14285714285714285,-1.25200000000018,1
0,0,0,0,1,0,1,0.14285714285714285,-1001.2370000000001,1
1,0,0,0,0,1,1,0.14285714285714285,-2.902999999999338,2
