x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-40040.451,23
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-40040.367000000006,13
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-40040.193,11
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-40040.166,4
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-40040.13,19
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-40040.09,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-40040.077000000005,12
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-40039.967000000004,10
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-40039.91499999999,8
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-40039.832,14
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-40039.643000000004,11
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-40039.581000000006,15
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-40039.541,10
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-40039.497,13
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-40039.189,14
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.06666666666666667,-20060.197,7
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,-30050.646,4
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-30050.549000000006,5
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-30050.431,4
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-30050.431000000004,4
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-30050.405,5
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-30050.391000000003,7
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-30050.347999999998,9
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-30050.271999999997,5
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-30050.259000000005,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-30050.242000000006,5
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-30050.217000000004,6
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-30050.216,4
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-30050.190000000002,5
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,-30050.18,1
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,-30050.172999999995,2
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-30050.161999999997,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,-30050.159,3
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,-30050.154000000002,7
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-30050.149,7
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-30050.140000000003,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,-30050.133,6
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-30050.114,4
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-30050.109999999993,3
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-30050.10100000001,8
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-30050.096999999998,1
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-30050.097000000005,6
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-30050.096000000005,7
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,-30050.07,6
