x_0,x_1,x_2,energy,num_occurrences
0,0,0,0.0,1
1,0,0,-1200.196,1
1,0,1,-1402.1930000000002,1
0,0,1,-2201.9970000000003,1
0,1,1,-1201.9970000000003,1
1,1,1,-402.1930000000002,1
1,1,0,-2200.196,1
0,1,0,-1000.0,1
