solution,fval,prob,rank_prob,rank_fval
[0. 0. 0. 0. 0. 0. 1.],-330.02700000000004,0.072265625,1,1
[0. 1. 0. 0. 1. 0. 0.],-330.006,0.0205078125,11,2
[1. 0. 0. 0. 0. 1. 0.],-329.998,0.004882812500000001,61,3
[1. 1. 0. 1. 0. 0. 0.],-329.99,0.0107421875,30,4
[0. 0. 1. 1. 0. 0. 0.],-329.989,0.0019531250000000004,92,5
[0. 1. 0. 0. 0. 0. 1.],-240.02700000000004,0.013671875,21,6
[1. 0. 0. 0. 0. 0. 1.],-240.02400000000006,0.0517578125,2,7
[0. 0. 0. 1. 0. 0. 1.],-240.02000000000004,0.0087890625,44,8
[0. 0. 0. 0. 1. 1. 0.],-240.00699999999995,0.005859374999999999,53,9
[0. 0. 1. 0. 1. 0. 0.],-240.00199999999995,0.019531250000000003,12,10
[0. 1. 0. 1. 1. 0. 0.],-239.99899999999997,0.0009765625,101,11
[1. 1. 0. 0. 0. 1. 0.],-239.998,0.0009765625,103,12
[0. 0. 1. 0. 0. 1. 0.],-239.99699999999996,0.0166015625,16,13
[1. 0. 0. 1. 0. 1. 0.],-239.99099999999999,0.00390625,70,14
[0. 1. 1. 1. 0. 0. 0.],-239.98899999999998,0.0087890625,45,15
[1. 0. 1. 1. 0. 0. 0.],-239.986,0.004882812500000001,57,16
[0. 0. 0. 0. 1. 0. 0.],-220.00599999999997,0.027343750000000003,8,17
[0. 0. 0. 0. 0. 1. 0.],-220.00099999999998,0.014648437500000002,19,18
[1. 1. 0. 0. 0. 0. 0.],-219.997,0.00390625,67,19
[0. 0. 1. 0. 0. 0. 0.],-219.99599999999998,0.0380859375,3,20
[1. 0. 0. 1. 0. 0. 0.],-219.99,0.009765625000000002,34,21
[0. 0. 0. 0. 1. 0. 1.],-150.03300000000002,0.028320312499999997,6,22
[0. 0. 0. 0. 0. 1. 1.],-150.02800000000002,0.023437499999999997,10,23
[1. 1. 0. 0. 0. 0. 1.],-150.02400000000011,0.012695312499999998,23,24
[0. 0. 1. 0. 0. 0. 1.],-150.02300000000002,0.027343750000000003,7,25
[0. 1. 0. 1. 0. 0. 1.],-150.01999999999998,0.0107421875,28,26
[1. 0. 0. 1. 0. 0. 1.],-150.01700000000005,0.013671875,20,27
[0. 1. 0. 0. 1. 1. 0.],-150.00699999999995,0.0009765625,104,28
[1. 0. 0. 0. 1. 1. 0.],-150.0039999999999,0.009765625000000002,36,29
[0. 1. 1. 0. 1. 0. 0.],-150.00199999999995,0.005859374999999999,49,30
[1. 1. 0. 1. 1. 0. 0.],-149.99599999999998,0.004882812500000001,55,31
[1. 0. 1. 0. 0. 1. 0.],-149.99399999999991,0.005859374999999999,50,32
[0. 0. 1. 1. 0. 1. 0.],-149.99,0.0019531250000000004,95,33
[1. 1. 1. 1. 0. 0. 0.],-149.986,0.004882812500000001,63,34
[1. 0. 0. 0. 1. 0. 0.],-130.003,0.007812500000000002,47,35
[0. 0. 0. 1. 1. 0. 0.],-129.99899999999997,0.0019531250000000004,97,36
[0. 1. 1. 0. 0. 0. 0.],-129.99599999999998,0.004882812500000001,54,37
[0. 0. 0. 1. 0. 1. 0.],-129.99399999999997,0.007812500000000002,46,38
[1. 0. 1. 0. 0. 0. 0.],-129.993,0.0107421875,29,39
[0. 1. 0. 0. 0. 0. 0.],-110.0,0.012695312499999998,24,40
[1. 0. 0. 0. 0. 0. 0.],-109.99700000000001,0.023437499999999997,9,41
[0. 0. 0. 1. 0. 0. 0.],-109.993,0.0029296874999999996,88,42
[0. 1. 0. 0. 1. 0. 1.],-60.033000000000015,0.00390625,69,43
[1. 0. 0. 0. 0. 1. 1.],-60.02500000000009,0.006835937500000001,48,44
[1. 1. 0. 1. 0. 0. 1.],-60.01700000000005,0.029296875,5,45
[0. 0. 1. 1. 0. 0. 1.],-60.016000000000076,0.004882812500000001,59,46
[1. 1. 0. 0. 1. 1. 0.],-60.003999999999905,0.0087890625,42,47
[0. 0. 1. 0. 1. 1. 0.],-60.00299999999993,0.009765625000000002,32,48
[1. 0. 0. 1. 1. 0. 0.],-39.99599999999998,0.0009765625,106,49
[0. 1. 0. 1. 0. 1. 0.],-39.99399999999997,0.0019531250000000004,99,50
[1. 1. 1. 0. 0. 0. 0.],-39.992999999999995,0.0029296874999999996,77,51
[0. 0. 0. 0. 0. 0. 0.],0.0,0.0166015625,14,52
[0. 0. 0. 1. 1. 1. 0.],50.0,0.0019531250000000004,98,53
[1. 0. 1. 0. 1. 0. 0.],50.000999999999976,0.0087890625,43,54
[0. 1. 1. 0. 0. 1. 0.],50.00300000000004,0.0019531250000000004,96,55
[1. 0. 0. 0. 1. 0. 1.],139.97000000000003,0.00390625,74,56
[0. 1. 0. 0. 0. 1. 1.],139.97199999999998,0.0009765625,105,57
[0. 0. 0. 1. 1. 0. 1.],139.97399999999993,0.014648437500000002,18,58
[0. 1. 1. 0. 0. 0. 1.],139.97699999999998,0.0029296874999999996,79,59
[1. 0. 1. 0. 0. 0. 1.],139.98000000000002,0.011718749999999998,27,60
[0. 1. 0. 1. 1. 1. 0.],140.0,0.0029296874999999996,80,61
[1. 1. 1. 0. 1. 0. 0.],140.00099999999998,0.0029296874999999996,81,62
[1. 0. 0. 1. 1. 1. 0.],140.00300000000004,0.00390625,72,63
[1. 1. 1. 0. 0. 1. 0.],140.00600000000009,0.0029296874999999996,82,64
[1. 0. 1. 1. 1. 0. 0.],140.00800000000004,0.012695312499999998,25,65
[0. 1. 1. 1. 0. 1. 0.],140.01,0.0029296874999999996,83,66
[0. 0. 0. 0. 1. 1. 1.],229.966,0.0029296874999999996,84,67
[0. 0. 1. 0. 1. 0. 1.],229.971,0.00390625,71,68
[0. 1. 0. 1. 1. 0. 1.],229.97399999999993,0.0019531250000000004,94,69
[0. 0. 1. 0. 0. 1. 1.],229.976,0.019531250000000003,13,70
[1. 0. 0. 1. 0. 1. 1.],229.98199999999997,0.009765625000000002,35,71
[1. 0. 1. 1. 0. 0. 1.],229.98699999999997,0.0029296874999999996,75,72
[0. 1. 1. 0. 1. 1. 0.],229.99700000000007,0.0029296874999999996,89,73
[1. 0. 1. 0. 1. 1. 0.],230.0,0.0087890625,40,74
[0. 0. 1. 1. 1. 1. 0.],230.00400000000013,0.0019531250000000004,93,75
[1. 1. 1. 1. 1. 0. 0.],230.00800000000004,0.0029296874999999996,87,76
[1. 1. 1. 1. 0. 1. 0.],230.01300000000003,0.009765625000000002,37,77
[1. 0. 0. 1. 1. 0. 1.],429.977,0.004882812500000001,56,78
[0. 1. 0. 1. 0. 1. 1.],429.97900000000004,0.0029296874999999996,85,79
[1. 1. 1. 0. 0. 0. 1.],429.98,0.009765625000000002,38,80
[1. 0. 0. 0. 1. 1. 1.],519.969,0.011718749999999998,26,81
[1. 1. 0. 1. 1. 0. 1.],519.977,0.013671875,22,82
[1. 0. 1. 0. 0. 1. 1.],519.979,0.004882812500000001,60,83
[0. 0. 1. 1. 0. 1. 1.],519.983,0.0087890625,39,84
[1. 1. 1. 1. 0. 0. 1.],519.987,0.0341796875,4,85
[1. 1. 1. 0. 1. 1. 0.],520.0,0.00390625,65,86
[0. 1. 1. 1. 1. 1. 0.],520.0040000000001,0.0029296874999999996,78,87
[1. 0. 1. 1. 1. 1. 0.],520.0070000000001,0.00390625,66,88
[1. 0. 1. 0. 1. 0. 1.],719.9739999999999,0.004882812500000001,64,89
[1. 1. 0. 0. 1. 1. 1.],809.969,0.00390625,68,90
[0. 0. 1. 0. 1. 1. 1.],809.97,0.0009765625,102,91
[0. 1. 1. 1. 1. 0. 1.],809.9780000000001,0.009765625000000002,33,92
[1. 0. 1. 1. 0. 1. 1.],809.986,0.0019531250000000004,91,93
[1. 1. 1. 1. 1. 1. 0.],810.0070000000001,0.009765625000000002,31,94
[1. 1. 1. 0. 1. 0. 1.],1009.9739999999999,0.0029296874999999996,76,95
[1. 1. 1. 0. 0. 1. 1.],1009.979,0.004882812500000001,62,96
[1. 0. 1. 1. 1. 0. 1.],1009.981,0.0029296874999999996,86,97
[0. 1. 1. 1. 0. 1. 1.],1009.983,0.00390625,73,98
[0. 1. 1. 0. 1. 1. 1.],1299.97,0.004882812500000001,58,99
[1. 0. 1. 0. 1. 1. 1.],1299.973,0.005859374999999999,51,100
[1. 1. 0. 1. 1. 1. 1.],1299.976,0.0019531250000000004,90,101
[0. 0. 1. 1. 1. 1. 1.],1299.977,0.005859374999999999,52,102
[1. 1. 1. 1. 1. 0. 1.],1299.981,0.0087890625,41,103
[1. 1. 1. 1. 0. 1. 1.],1299.9859999999999,0.0166015625,15,104
[0. 1. 1. 1. 1. 1. 1.],1789.977,0.015625,17,105
[1. 0. 1. 1. 1. 1. 1.],1789.98,0.0019531250000000004,100,106
