x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
1,0,0,1,1,1,0,140.00300000000004,1
1,0,1,1,1,1,0,520.0070000000001,1
1,0,1,1,1,1,1,1789.98,1
1,0,0,1,1,1,1,1009.9760000000001,1
1,0,0,1,0,1,1,229.98199999999997,1
1,0,1,1,0,1,1,809.9860000000001,1
1,0,1,1,0,1,0,-59.986999999999966,1
1,0,0,1,0,1,0,-239.99099999999999,1
0,0,0,1,0,1,0,-129.99399999999997,1
0,0,1,1,0,1,0,-149.98999999999995,1
0,0,1,1,0,1,1,519.983,1
0,0,0,1,0,1,1,139.97899999999998,1
0,0,0,1,1,1,1,719.973,1
0,0,1,1,1,1,1,1299.977,1
0,0,1,1,1,1,0,230.00400000000008,1
0,0,0,1,1,1,0,50.00000000000006,1
0,0,0,1,1,0,0,-129.99899999999997,1
0,0,1,1,1,0,0,-149.99499999999995,1
0,0,1,1,1,0,1,519.9780000000001,1
0,0,0,1,1,0,1,139.974,1
0,0,0,1,0,0,1,-240.02000000000004,1
0,0,1,1,0,0,1,-60.01600000000002,1
0,0,1,1,0,0,0,-329.989,1
0,0,0,1,0,0,0,-109.993,1
