x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,0,0,0,0,0,0,0.0,1
0,0,1,0,0,0,0,-219.99599999999998,1
0,0,1,0,0,0,1,-150.02300000000002,1
0,0,0,0,0,0,1,-330.02700000000004,1
0,0,0,0,1,0,1,-150.03300000000002,1
0,0,1,0,1,0,1,229.971,1
0,0,1,0,1,0,0,-240.00199999999995,1
0,0,0,0,1,0,0,-220.00599999999997,1
0,0,0,0,1,1,0,-240.00699999999995,1
0,0,1,0,1,1,0,-60.00299999999993,1
0,0,1,0,1,1,1,809.97,1
0,0,0,0,1,1,1,229.966,1
0,0,0,0,0,1,1,-150.02800000000002,1
0,0,1,0,0,1,1,229.976,1
0,0,1,0,0,1,0,-239.99699999999996,1
0,0,0,0,0,1,0,-220.00099999999998,1
1,0,0,0,0,1,0,-329.998,1
1,0,1,0,0,1,0,-149.99399999999997,1
1,0,1,0,0,1,1,519.979,1
1,0,0,0,0,1,1,-60.025000000000034,1
1,0,0,0,1,1,1,519.969,1
1,0,1,0,1,1,1,1299.973,1
1,0,1,0,1,1,0,230.00000000000006,1
1,0,0,0,1,1,0,-150.00399999999996,1
1,0,0,0,1,0,0,-130.003,1
1,0,1,0,1,0,0,50.00100000000003,1
1,0,1,0,1,0,1,719.9739999999999,1
1,0,0,0,1,0,1,139.96999999999997,1
1,0,0,0,0,0,1,-240.02400000000006,1
1,0,1,0,0,0,1,139.97999999999996,1
1,0,1,0,0,0,0,-129.993,1
1,0,0,0,0,0,0,-109.99700000000001,1
1,1,0,0,0,0,0,-219.997,1
1,1,1,0,0,0,0,-39.992999999999995,1
1,1,1,0,0,0,1,429.97999999999996,1
1,1,0,0,0,0,1,-150.02400000000006,1
1,1,0,0,1,0,1,229.96999999999997,1
1,1,1,0,1,0,1,1009.9739999999999,1
1,1,1,0,1,0,0,140.00100000000003,1
1,1,0,0,1,0,0,-240.003,1
1,1,0,0,1,1,0,-60.00399999999996,1
1,1,1,0,1,1,0,520.0,1
1,1,1,0,1,1,1,1789.973,1
1,1,0,0,1,1,1,809.969,1
1,1,0,0,0,1,1,229.97499999999997,1
1,1,1,0,0,1,1,1009.979,1
1,1,1,0,0,1,0,140.00600000000003,1
1,1,0,0,0,1,0,-239.998,1
0,1,0,0,0,1,0,-130.00099999999998,1
0,1,1,0,0,1,0,50.00300000000004,1
0,1,1,0,0,1,1,719.976,1
0,1,0,0,0,1,1,139.97199999999998,1
0,1,0,0,1,1,1,519.966,1
0,1,1,0,1,1,1,1299.97,1
0,1,1,0,1,1,0,229.99700000000007,1
0,1,0,0,1,1,0,-150.00699999999995,1
0,1,0,0,1,0,0,-330.006,1
0,1,1,0,1,0,0,-150.00199999999995,1
0,1,1,0,1,0,1,519.971,1
0,1,0,0,1,0,1,-60.033000000000015,1
0,1,0,0,0,0,1,-240.02700000000004,1
0,1,1,0,0,0,1,139.97699999999998,1
0,1,1,0,0,0,0,-129.99599999999998,1
0,1,0,0,0,0,0,-110.0,1
0,1,0,1,0,0,0,-219.993,1
0,1,1,1,0,0,0,-239.98899999999998,1
0,1,1,1,0,0,1,229.98399999999998,1
0,1,0,1,0,0,1,-150.02000000000004,1
0,1,0,1,1,0,1,229.974,1
0,1,1,1,1,0,1,809.9780000000001,1
0,1,1,1,1,0,0,-59.99499999999995,1
0,1,0,1,1,0,0,-239.99899999999997,1
0,1,0,1,1,1,0,140.00000000000006,1
0,1,1,1,1,1,0,520.0040000000001,1
0,1,1,1,1,1,1,1789.977,1
0,1,0,1,1,1,1,1009.973,1
0,1,0,1,0,1,1,429.979,1
0,1,1,1,0,1,1,1009.983,1
0,1,1,1,0,1,0,140.01000000000005,1
0,1,0,1,0,1,0,-39.99399999999997,1
1,1,0,1,0,1,0,-149.99099999999999,1
1,1,1,1,0,1,0,230.01300000000003,1
1,1,1,1,0,1,1,1299.986,1
1,1,0,1,0,1,1,519.982,1
1,1,0,1,1,1,1,1299.976,1
1,1,1,1,1,1,1,2279.98,1
1,1,1,1,1,1,0,810.0070000000001,1
1,1,0,1,1,1,0,230.00300000000004,1
1,1,0,1,1,0,0,-149.99599999999998,1
1,1,1,1,1,0,0,230.00800000000004,1
1,1,1,1,1,0,1,1299.981,1
1,1,0,1,1,0,1,519.977,1
1,1,0,1,0,0,1,-60.01700000000005,1
1,1,1,1,0,0,1,519.987,1
1,1,1,1,0,0,0,-149.986,1
1,1,0,1,0,0,0,-329.99,1
1,0,0,1,0,0,0,-219.99,1
1,0,1,1,0,0,0,-239.986,1
1,0,1,1,0,0,1,229.98699999999997,1
1,0,0,1,0,0,1,-150.01700000000005,1
1,0,0,1,1,0,1,429.977,1
1,0,1,1,1,0,1,1009.981,1
1,0,1,1,1,0,0,140.00800000000004,1
1,0,0,1,1,0,0,-39.99599999999998,1
