x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
0,0,1,0.0,-2011.239,487
1,1,0,0.0,-2002.139,510
1,0,0,0.0,-1001.1389999999999,2
0,1,0,0.0,-1001.0,1
