x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,0,0,0,0,0,0,0.0,1
0,0,1,0,0,0,0,-200.668,1
0,0,1,0,0,0,1,-116.30499999999995,1
0,0,0,0,0,0,1,-315.63699999999994,1
0,0,0,0,1,0,1,-127.75900000000001,1
0,0,1,0,1,0,1,271.57300000000004,1
0,0,1,0,1,0,0,-212.79000000000002,1
0,0,0,0,1,0,0,-212.122,1
0,0,0,0,1,1,0,-229.29000000000002,1
0,0,1,0,1,1,0,-29.958000000000027,1
0,0,1,0,1,1,1,854.405,1
0,0,0,0,1,1,1,255.07299999999998,1
0,0,0,0,0,1,1,-132.80499999999995,1
0,0,1,0,0,1,1,266.52700000000004,1
0,0,1,0,0,1,0,-217.836,1
0,0,0,0,0,1,0,-217.168,1
1,0,0,0,0,1,0,-323.23400000000004,1
1,0,1,0,0,1,0,-123.90200000000004,1
1,0,1,0,0,1,1,560.461,1
1,0,0,0,0,1,1,-38.87099999999995,1
1,0,0,0,1,1,1,549.007,1
1,0,1,0,1,1,1,1348.339,1
1,0,1,0,1,1,0,263.976,1
1,0,0,0,1,1,0,-135.356,1
1,0,0,0,1,0,0,-118.18799999999999,1
1,0,1,0,1,0,0,81.144,1
1,0,1,0,1,0,1,765.5070000000001,1
1,0,0,0,1,0,1,166.17499999999998,1
1,0,0,0,0,0,1,-221.70299999999997,1
1,0,1,0,0,0,1,177.62900000000005,1
1,0,1,0,0,0,0,-106.73400000000004,1
1,0,0,0,0,0,0,-106.066,1
1,1,0,0,0,0,0,-215.25300000000001,1
1,1,1,0,0,0,0,-15.92100000000005,1
1,1,1,0,0,0,1,468.442,1
1,1,0,0,0,0,1,-130.89,1
1,1,0,0,1,0,1,256.98799999999994,1
1,1,1,0,1,0,1,1056.3200000000002,1
1,1,1,0,1,0,0,171.957,1
1,1,0,0,1,0,0,-227.375,1
1,1,0,0,1,1,0,-44.543000000000006,1
1,1,1,0,1,1,0,554.789,1
1,1,1,0,1,1,1,1839.152,1
1,1,0,0,1,1,1,839.8199999999999,1
1,1,0,0,0,1,1,251.94200000000004,1
1,1,1,0,0,1,1,1051.274,1
1,1,1,0,0,1,0,166.91099999999994,1
1,1,0,0,0,1,0,-232.42100000000005,1
0,1,0,0,0,1,0,-126.35500000000002,1
0,1,1,0,0,1,0,72.97699999999998,1
0,1,1,0,0,1,1,757.34,1
0,1,0,0,0,1,1,158.00800000000004,1
0,1,0,0,1,1,1,545.886,1
0,1,1,0,1,1,1,1345.2179999999998,1
0,1,1,0,1,1,0,260.85499999999996,1
0,1,0,0,1,1,0,-138.47700000000003,1
0,1,0,0,1,0,0,-321.309,1
0,1,1,0,1,0,0,-121.97700000000003,1
0,1,1,0,1,0,1,562.386,1
0,1,0,0,1,0,1,-36.946000000000026,1
0,1,0,0,0,0,1,-224.82399999999996,1
0,1,1,0,0,0,1,174.50800000000004,1
0,1,1,0,0,0,0,-109.85500000000002,1
0,1,0,0,0,0,0,-109.18700000000001,1
0,1,0,1,0,0,0,-224.751,1
0,1,1,1,0,0,0,-225.419,1
0,1,1,1,0,0,1,258.9440000000001,1
0,1,0,1,0,0,1,-140.38799999999992,1
0,1,0,1,1,0,1,247.48999999999998,1
0,1,1,1,1,0,1,846.822,1
0,1,1,1,1,0,0,-37.541000000000025,1
0,1,0,1,1,0,0,-236.87300000000005,1
0,1,0,1,1,1,0,145.95899999999997,1
0,1,1,1,1,1,0,545.2909999999999,1
0,1,1,1,1,1,1,1829.6539999999998,1
0,1,0,1,1,1,1,1030.3220000000001,1
0,1,0,1,0,1,1,442.4440000000001,1
0,1,1,1,0,1,1,1041.776,1
0,1,1,1,0,1,0,157.41299999999998,1
0,1,0,1,0,1,0,-41.91900000000001,1
1,1,0,1,0,1,0,-147.985,1
1,1,1,1,0,1,0,251.34699999999995,1
1,1,1,1,0,1,1,1335.71,1
1,1,0,1,0,1,1,536.378,1
1,1,0,1,1,1,1,1324.2559999999999,1
1,1,1,1,1,1,1,2323.5879999999997,1
1,1,1,1,1,1,0,839.225,1
1,1,0,1,1,1,0,239.893,1
1,1,0,1,1,0,0,-142.93899999999996,1
1,1,1,1,1,0,0,256.39300000000003,1
1,1,1,1,1,0,1,1340.7560000000003,1
1,1,0,1,1,0,1,541.424,1
1,1,0,1,0,0,1,-46.45399999999998,1
1,1,1,1,0,0,1,552.878,1
1,1,1,1,0,0,0,-131.48500000000004,1
1,1,0,1,0,0,0,-330.817,1
1,0,0,1,0,0,0,-221.63,1
1,0,1,1,0,0,0,-222.29800000000003,1
1,0,1,1,0,0,1,262.06500000000005,1
1,0,0,1,0,0,1,-137.26699999999994,1
1,0,0,1,1,0,1,450.611,1
1,0,1,1,1,0,1,1049.9430000000002,1
1,0,1,1,1,0,0,165.58,1
1,0,0,1,1,0,0,-33.75199999999998,1
1,0,0,1,1,1,0,149.08,1
1,0,1,1,1,1,0,548.412,1
1,0,1,1,1,1,1,1832.7749999999999,1
1,0,0,1,1,1,1,1033.443,1
1,0,0,1,0,1,1,245.56500000000005,1
1,0,1,1,0,1,1,844.897,1
1,0,1,1,0,1,0,-39.46600000000004,1
1,0,0,1,0,1,0,-238.798,1
0,0,0,1,0,1,0,-132.73199999999997,1
0,0,1,1,0,1,0,-133.39999999999998,1
0,0,1,1,0,1,1,550.9630000000001,1
0,0,0,1,0,1,1,151.63100000000006,1
0,0,0,1,1,1,1,739.509,1
0,0,1,1,1,1,1,1338.841,1
0,0,1,1,1,1,0,254.47799999999998,1
0,0,0,1,1,1,0,55.14599999999996,1
0,0,0,1,1,0,0,-127.68600000000004,1
0,0,1,1,1,0,0,-128.35400000000004,1
0,0,1,1,1,0,1,556.009,1
0,0,0,1,1,0,1,156.677,1
0,0,0,1,0,0,1,-231.2009999999999,1
0,0,1,1,0,0,1,-31.868999999999943,1
0,0,1,1,0,0,0,-316.23199999999997,1
0,0,0,1,0,0,0,-115.564,1
