x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,0,0.0,-330.817,176
1,0,0,0,0,1,0,0.0,-323.23400000000004,173
0,1,0,0,1,0,0,0.0,-321.309,182
0,0,1,1,0,0,0,0.0,-316.23199999999997,130
0,0,0,0,0,0,1,0.0,-315.63699999999994,93
1,0,0,1,0,1,0,0.0,-238.798,12
0,1,0,1,1,0,0,0.0,-236.87300000000005,11
1,1,0,0,0,1,0,0.0,-232.42100000000005,17
0,0,0,1,0,0,1,0.0,-231.2009999999999,2
0,0,0,0,1,1,0,0.0,-229.29000000000002,20
1,1,0,0,1,0,0,0.0,-227.375,23
0,1,1,1,0,0,0,0.0,-225.419,16
0,1,0,0,0,0,1,0.0,-224.82399999999996,11
0,1,0,1,0,0,0,0.0,-224.751,10
1,0,1,1,0,0,0,0.0,-222.29800000000003,17
1,0,0,0,0,0,1,0.0,-221.70299999999997,7
1,0,0,1,0,0,0,0.0,-221.63,10
0,0,1,0,0,1,0,0.0,-217.836,12
0,0,0,0,0,1,0,0.0,-217.168,5
1,1,0,0,0,0,0,0.0,-215.25300000000001,13
0,0,1,0,1,0,0,0.0,-212.79000000000002,16
0,0,0,0,1,0,0,0.0,-212.122,12
0,0,1,0,0,0,0,0.0,-200.668,8
1,1,0,1,1,0,0,0.0,-142.93899999999996,1
0,1,0,1,0,0,1,0.0,-140.38799999999992,2
0,1,0,0,1,1,0,0.0,-138.47700000000003,1
1,0,0,1,0,0,1,0.0,-137.26699999999994,1
1,0,0,0,1,1,0,0.0,-135.356,1
0,0,0,0,0,1,1,0.0,-132.80499999999995,1
1,1,1,1,0,0,0,0.0,-131.48500000000004,2
1,1,0,0,0,0,1,0.0,-130.89,3
0,0,0,0,1,0,1,0.0,-127.75900000000001,2
0,0,0,1,1,0,0,0.0,-127.68600000000004,2
0,1,0,0,0,1,0,0.0,-126.35500000000002,1
1,0,1,0,0,1,0,0.0,-123.90200000000004,1
0,1,1,0,1,0,0,0.0,-121.97700000000003,1
1,0,0,0,0,0,0,0.0,-106.066,1
1,1,0,1,1,0,0,0.14285714285714285,-142.93899999999996,1
1,1,0,1,0,0,1,0.0,-46.45399999999998,1
1,1,0,0,1,1,0,0.0,-44.543000000000006,1
0,0,1,0,1,1,0,0.0,-29.958000000000027,1
