x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-40000004.195,12
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-40000004.004,19
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-40000003.323,11
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-40000003.10699999,6
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-40000003.022,10
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-40000002.951000005,6
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-40000002.760000005,8
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-40000002.546,22
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-40000002.284,11
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-40000000.979,14
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-40000000.667,9
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-40000000.113,3
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-40000000.111,10
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-40000000.104,9
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-40000000.036,15
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.06666666666666667,-40000000.113,13
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-30000006.884000003,6
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,-30000006.693000004,3
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-30000006.217,6
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-30000005.235,6
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,-30000004.973000005,2
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-30000004.623000003,5
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-30000004.406999998,8
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-30000004.321999997,8
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-30000004.251000002,5
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-30000004.21,4
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-30000004.195,10
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-30000004.060000002,5
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-30000004.045999996,9
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,-30000004.037,9
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-30000004.004,7
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-30000003.989,10
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-30000003.667999998,2
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,-30000003.641,2
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-30000003.514000002,2
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,-30000003.379000004,3
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-30000003.356000006,1
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-30000003.323000003,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-30000003.308000002,2
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-30000003.227999996,1
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-30000003.163,1
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-30000003.121999998,2
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-30000003.106999997,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,-30000003.077999998,3
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-30000003.036999997,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-30000003.021999996,1
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-30000002.966000002,6
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-30000002.951,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-30000002.895,4
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,-30000002.847000003,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,-30000002.802,1
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,-30000002.799999997,3
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,-30000002.792999998,1
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-30000002.76,4
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-30000002.745,3
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-30000002.724999994,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-30000002.704,3
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-30000002.630999997,2
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-30000002.601999998,5
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-30000002.560999997,14
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-30000002.545999996,5
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-30000002.475,4
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-30000002.324,6
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-30000002.317,3
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-30000002.284,4
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-30000002.269,4
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-30000002.228,2
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-30000001.035000004,4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-30000000.994000003,3
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-30000000.979000002,3
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-30000000.730000004,2
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-30000000.723000005,4
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-30000000.682000004,6
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-30000000.676,3
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-30000000.667000003,3
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-30000000.634000003,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-30000000.466,5
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-30000000.417999998,7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-30000000.389999993,5
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-30000000.380999997,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,-30000000.353999995,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-30000000.332999997,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,-30000000.317,4
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-30000000.310000002,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-30000000.262000002,3
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,-30000000.226999998,5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,-30000000.167000003,2
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-30000000.128,4
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-30000000.126000002,7
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-30000000.119000003,2
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-30000000.112999998,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-30000000.111,5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-30000000.104000002,2
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-30000000.092,4
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-30000000.071000002,3
