x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
1,1,0,0.0,-2016.094,500
0,0,1,0.0,-2002.7350000000001,498
0,1,1,0.0,-1012.5910000000003,1
1,0,1,0.0,-1008.973,1
