x_0,x_1,x_2,x_3,x_4,x_5,x_6,energy,num_occurrences
0,1,0,1,1,0,0,-2022.6770000000001,1
0,1,0,1,1,1,0,1937.2990000000004,1
0,1,1,1,1,1,0,5901.544,1
0,1,1,1,1,1,1,18888.539,1
0,1,0,1,1,1,1,10924.294,1
0,1,0,1,0,1,1,4928.455,1
0,1,1,1,0,1,1,10892.7,1
0,1,1,1,0,1,0,1905.7050000000004,1
0,1,0,1,0,1,0,-58.53999999999951,1
1,1,0,1,0,1,0,-1068.3960000000002,1
1,1,1,1,0,1,0,2895.8489999999997,1
1,1,1,1,0,1,1,13882.844,1
1,1,0,1,0,1,1,5918.599,1
1,1,0,1,1,1,1,13914.438,1
1,1,1,1,1,1,1,23878.683,1
1,1,1,1,1,1,0,8891.688,1
1,1,0,1,1,1,0,2927.4429999999998,1
1,1,0,1,1,0,0,-1032.5329999999994,1
1,1,1,1,1,0,0,2931.7120000000004,1
1,1,1,1,1,0,1,13918.707,1
1,1,0,1,1,0,1,5954.4619999999995,1
1,1,0,1,0,0,1,-41.37699999999995,1
1,1,1,1,0,0,1,5922.868,1
1,1,1,1,0,0,0,-1064.1269999999997,1
1,1,0,1,0,0,0,-3028.372,1
1,0,0,1,0,0,0,-2027.0049999999999,1
1,0,1,1,0,0,0,-2062.7599999999998,1
1,0,1,1,0,0,1,2924.235,1
1,0,0,1,0,0,1,-1040.0099999999998,1
1,0,0,1,1,0,1,4955.829,1
1,0,1,1,1,0,1,10920.074,1
1,0,1,1,1,0,0,1933.0790000000002,1
1,0,0,1,1,0,0,-31.165999999999713,1
1,0,0,1,1,1,0,1928.81,1
1,0,1,1,1,1,0,5893.055,1
1,0,1,1,1,1,1,18880.050000000003,1
1,0,0,1,1,1,1,10915.805,1
1,0,0,1,0,1,1,2919.966,1
1,0,1,1,0,1,1,8884.211,1
1,0,1,1,0,1,0,-102.7840000000001,1
1,0,0,1,0,1,0,-2067.029,1
0,0,0,1,0,1,0,-1057.1729999999998,1
0,0,1,1,0,1,0,-1092.9279999999999,1
0,0,1,1,0,1,1,5894.067,1
0,0,0,1,0,1,1,1929.8219999999997,1
0,0,0,1,1,1,1,7925.661,1
0,0,1,1,1,1,1,13889.906,1
0,0,1,1,1,1,0,2902.911,1
0,0,0,1,1,1,0,938.6660000000002,1
0,0,0,1,1,0,0,-1021.31,1
0,0,1,1,1,0,0,-1057.065,1
0,0,1,1,1,0,1,5929.93,1
0,0,0,1,1,0,1,1965.685,1
0,0,0,1,0,0,1,-2030.154,1
0,0,1,1,0,0,1,-65.9090000000001,1
0,0,1,1,0,0,0,-3052.904,1
0,0,0,1,0,0,0,-1017.1489999999999,1
