x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,0.0,-3011.6050000000005,114
1,0,0,0,0,1,0,0.0,-3011.599,240
1,1,0,1,0,0,0,0.0,-3011.578,84
0,0,0,0,0,0,1,0.0,-3011.5730000000003,160
0,0,1,1,0,0,0,0.0,-3011.5699999999997,170
1,1,0,0,0,1,0,0.0,-2019.0,9
0,0,1,0,0,1,0,0.0,-2018.9920000000002,20
0,1,0,0,0,0,1,0.0,-2018.9740000000002,11
0,1,1,1,0,0,0,0.0,-2018.9710000000002,6
0,0,0,0,1,1,0,0.0,-2014.2650000000003,21
0,1,0,1,1,0,0,0.0,-2014.2440000000006,2
1,0,0,1,0,1,0,0.0,-2014.2380000000003,14
0,0,0,1,0,0,1,0.0,-2014.2120000000004,9
1,1,0,0,1,0,0,0.0,-2013.1430000000003,11
0,0,1,0,1,0,0,0.0,-2013.1350000000002,17
1,0,0,0,0,0,1,0.0,-2013.1110000000003,14
1,0,1,1,0,0,0,0.0,-2013.108,11
0,0,0,0,0,1,0,0.0,-2010.0610000000001,18
0,1,0,1,0,0,0,0.0,-2010.04,5
1,1,0,0,0,0,0,0.0,-2008.939,8
0,0,1,0,0,0,0,0.0,-2008.931,13
0,0,0,0,1,0,0,0.0,-2004.2040000000002,17
1,0,0,1,0,0,0,0.0,-2004.177,7
0,1,1,0,1,0,0,0.0,-1020.5360000000001,1
1,0,1,0,0,1,0,0.0,-1020.5300000000002,4
1,1,0,0,0,0,1,0.0,-1020.5120000000006,1
0,0,1,0,0,0,1,0.0,-1020.5040000000008,1
0,1,0,0,0,1,0,0.0,-1017.4620000000004,2
1,0,0,0,1,1,0,0.0,-1015.8030000000003,1
0,0,0,0,1,0,1,0.0,-1015.777,3
1,0,0,1,0,0,1,0.0,-1015.75,1
0,0,0,1,0,1,0,0.0,-1012.6999999999998,1
0,1,0,0,0,0,0,0.0,-1007.4010000000001,1
0,0,0,1,0,0,0,0.0,-1002.6389999999999,1
0,0,0,0,1,0,1,0.14285714285714285,-1015.777,1
1,1,0,0,0,1,1,0.14285714285714285,2969.4269999999997,1
