distribution,n_agents,solution,p,fval,prob,rank,time,device,flag,time_bilp,penalty
F_distribution,3,[1. 1. 0. 1. 0. 0. 0.],7,-427.362,0.0625,1,0.9099328517913818,QAOA,True,0.5879402160644531,100
