solution,fval,prob,rank_prob,rank_fval
[0. 1. 1. 0. 1. 0. 0.],-101.70299999999997,0.0019531250000000004,77,31
[1. 1. 0. 0. 0. 0. 1.],-101.58600000000001,0.0019531250000000004,78,32
[0. 1. 0. 0. 0. 1. 0.],-101.34699999999998,0.0009765625,107,33
[0. 1. 1. 0. 0. 0. 0.],-101.274,0.03515625,6,34
[0. 0. 0. 0. 1. 0. 1.],-101.23699999999997,0.0009765625,108,35
[1. 0. 0. 0. 1. 0. 0.],-101.19200000000001,0.015625,16,36
[1. 0. 0. 0. 0. 0. 0.],-100.763,0.007812500000000002,44,37
[0. 1. 0. 0. 0. 0. 0.],-100.01499999999999,0.00390625,69,38
[1. 0. 1. 1. 0. 1. 0.],-5.663999999999987,0.0019531250000000004,90,39
[0. 0. 1. 1. 0. 0. 1.],-4.376999999999953,0.0009765625,103,40
[0. 1. 1. 1. 1. 0. 0.],-4.01299999999992,0.0009765625,109,41
[1. 1. 0. 1. 0. 0. 1.],-3.895999999999958,0.0029296874999999996,76,42
[0. 1. 0. 1. 0. 1. 0.],-3.6569999999999823,0.0019531250000000004,81,43
[1. 0. 0. 1. 1. 0. 0.],-3.5019999999999527,0.006835937500000001,51,44
[0. 0. 1. 0. 1. 1. 0.],-3.019999999999982,0.015625,15,45
[1. 0. 0. 0. 0. 1. 1.],-2.90300000000002,0.0009765625,95,46
[1. 1. 0. 0. 1. 1. 0.],-2.5389999999999873,0.0019531250000000004,80,47
[1. 1. 1. 0. 0. 0. 0.],-2.0370000000000346,0.004882812500000001,59,48
[0. 1. 0. 0. 1. 0. 1.],-1.2519999999999527,0.0029296874999999996,74,49
[0. 0. 0. 1. 1. 1. 0.],95.92900000000003,0.013671875,21,50
[0. 1. 1. 0. 0. 1. 0.],97.394,0.0107421875,33,51
[1. 0. 1. 0. 1. 0. 0.],97.54899999999998,0.004882812500000001,58,52
[0. 1. 1. 1. 0. 1. 0.],195.08400000000006,0.009765625000000002,37,53
[1. 0. 0. 1. 1. 1. 0.],195.16600000000005,0.005859374999999999,57,54
[1. 0. 1. 1. 1. 0. 0.],195.23900000000003,0.005859374999999999,56,55
[0. 0. 0. 1. 0. 1. 1.],195.54999999999995,0.009765625000000002,38,56
[0. 1. 0. 1. 1. 1. 0.],195.914,0.025390624999999997,9,57
[0. 0. 0. 1. 1. 0. 1.],196.45299999999997,0.004882812500000001,63,58
[1. 1. 1. 0. 0. 1. 0.],196.63099999999997,0.007812500000000002,47,59
[1. 0. 1. 0. 0. 0. 1.],197.16999999999996,0.027343750000000003,8,60
[1. 1. 1. 0. 1. 0. 0.],197.534,0.0107421875,31,61
[0. 1. 0. 0. 0. 1. 1.],197.84500000000003,0.012695312499999998,24,62
[0. 1. 1. 0. 0. 0. 1.],197.918,0.0009765625,101,63
[1. 0. 0. 0. 1. 0. 1.],198.0,0.0009765625,98,64
[0. 0. 1. 1. 1. 1. 0.],294.6700000000001,0.004882812500000001,61,65
[1. 0. 0. 1. 0. 1. 1.],294.78700000000003,0.00390625,65,66
[1. 0. 1. 1. 0. 0. 1.],294.8599999999999,0.0009765625,105,67
[1. 1. 0. 1. 1. 1. 0.],295.15100000000007,0.007812500000000002,45,68
[1. 1. 1. 1. 1. 0. 0.],295.22399999999993,0.0019531250000000004,87,69
[0. 1. 1. 1. 0. 0. 1.],295.60799999999995,0.011718749999999998,28,70
[1. 0. 1. 0. 1. 1. 0.],296.217,0.0166015625,12,71
[0. 1. 0. 1. 1. 0. 1.],296.4380000000001,0.0019531250000000004,89,72
[1. 1. 0. 0. 0. 1. 1.],297.082,0.013671875,20,73
[0. 0. 0. 0. 1. 1. 1.],297.43100000000004,0.0009765625,97,74
[0. 0. 1. 0. 1. 0. 1.],297.504,0.014648437500000002,18,75
[1. 1. 0. 0. 1. 0. 1.],297.985,0.005859374999999999,55,76
[0. 1. 0. 1. 0. 1. 1.],495.5350000000001,0.0087890625,41,77
[1. 0. 0. 1. 1. 0. 1.],495.69000000000005,0.0087890625,40,78
[1. 1. 1. 0. 0. 0. 1.],497.155,0.00390625,68,79
[0. 1. 1. 1. 1. 1. 0.],594.6550000000001,0.0029296874999999996,73,80
[1. 1. 0. 1. 0. 1. 1.],594.772,0.0009765625,110,81
[1. 1. 1. 1. 0. 0. 1.],594.845,0.011718749999999998,27,82
[0. 0. 1. 1. 1. 0. 1.],595.194,0.005859374999999999,53,83
[1. 1. 0. 1. 1. 0. 1.],595.6750000000001,0.0107421875,29,84
[1. 0. 1. 0. 0. 1. 1.],595.838,0.012695312499999998,26,85
[1. 1. 1. 0. 1. 1. 0.],596.202,0.012695312499999998,25,86
[1. 0. 0. 0. 1. 1. 1.],596.668,0.0019531250000000004,84,87
[0. 1. 0. 0. 1. 1. 1.],597.416,0.0009765625,106,88
[0. 0. 0. 1. 1. 1. 1.],795.1210000000001,0.007812500000000002,43,89
[0. 1. 1. 0. 0. 1. 1.],796.586,0.0400390625,4,90
[1. 0. 1. 0. 1. 0. 1.],796.741,0.00390625,70,91
[1. 1. 1. 1. 1. 1. 0.],893.8919999999999,0.0009765625,104,92
[0. 1. 1. 1. 1. 0. 1.],895.1790000000001,0.013671875,22,93
[0. 0. 1. 0. 1. 1. 1.],896.172,0.0009765625,102,94
[1. 1. 0. 0. 1. 1. 1.],896.653,0.009765625000000002,35,95
[0. 1. 1. 1. 0. 1. 1.],1094.276,0.0029296874999999996,71,96
[1. 0. 0. 1. 1. 1. 1.],1094.3580000000002,0.0107421875,34,97
[1. 0. 1. 1. 1. 0. 1.],1094.431,0.0009765625,99,98
[0. 1. 0. 1. 1. 1. 1.],1095.106,0.0009765625,91,99
[1. 1. 1. 0. 0. 1. 1.],1095.8229999999999,0.0019531250000000004,85,100
[1. 1. 1. 0. 1. 0. 1.],1096.726,0.03125000000000001,7,101
[0. 0. 1. 1. 1. 1. 1.],1393.862,0.021484375,10,102
[1. 1. 0. 1. 1. 1. 1.],1394.343,0.00390625,67,103
[1. 1. 1. 1. 1. 0. 1.],1394.416,0.006835937500000001,48,104
[1. 0. 1. 0. 1. 1. 1.],1395.409,0.006835937500000001,49,105
[0. 1. 1. 0. 1. 1. 1.],1396.1570000000002,0.0009765625,93,106
[1. 0. 1. 1. 1. 1. 1.],1893.0990000000002,0.0009765625,92,107
[0. 1. 1. 1. 1. 1. 1.],1893.8470000000002,0.0087890625,42,108
[1. 1. 1. 0. 1. 1. 1.],1895.394,0.012695312499999998,23,109
[1. 1. 1. 1. 1. 1. 1.],2393.084,0.014648437500000002,19,110
