solution,fval,prob,rank_prob,rank_fval
[0. 0. 1. 1. 0. 0. 0.],-303.569,0.05859375000000001,2,1
[1. 1. 0. 1. 0. 0. 0.],-303.08799999999997,0.005859374999999999,52,2
[1. 0. 0. 0. 0. 1. 0.],-302.095,0.0019531250000000004,79,3
[0. 1. 0. 0. 1. 0. 0.],-300.44399999999996,0.0166015625,13,4
[1. 0. 0. 1. 0. 1. 0.],-204.40499999999997,0.0009765625,96,5
[1. 0. 1. 1. 0. 0. 0.],-204.33200000000005,0.00390625,66,6
[0. 1. 1. 1. 0. 0. 0.],-203.584,0.04296875,3,7
[1. 0. 0. 1. 0. 0. 0.],-203.073,0.005859374999999999,54,8
[0. 1. 0. 1. 1. 0. 0.],-202.75399999999996,0.0625,1,9
[0. 0. 1. 0. 0. 1. 0.],-202.591,0.0019531250000000004,88,10
[0. 1. 0. 1. 0. 0. 0.],-202.325,0.03613281249999999,5,11
[1. 1. 0. 0. 0. 1. 0.],-202.11,0.017578124999999997,11,12
[1. 0. 0. 0. 0. 0. 1.],-201.57100000000003,0.004882812500000001,62,13
[0. 0. 0. 0. 0. 1. 0.],-201.332,0.0107421875,30,14
[0. 0. 1. 0. 0. 0. 0.],-201.25900000000001,0.0029296874999999996,75,15
[1. 1. 0. 0. 1. 0. 0.],-201.207,0.0087890625,39,16
[1. 1. 0. 0. 0. 0. 0.],-200.778,0.0107421875,32,17
[0. 0. 0. 0. 1. 0. 0.],-200.42899999999997,0.0019531250000000004,83,18
[0. 0. 1. 1. 0. 1. 0.],-104.90100000000001,0.006835937500000001,50,19
[1. 1. 0. 1. 0. 1. 0.],-104.41999999999996,0.014648437500000002,17,20
[1. 1. 1. 1. 0. 0. 0.],-104.34700000000004,0.007812500000000002,46,21
[0. 0. 1. 1. 1. 0. 0.],-103.99799999999999,0.0009765625,94,22
[1. 0. 0. 1. 0. 0. 1.],-103.88099999999997,0.0019531250000000004,86,23
[0. 0. 0. 1. 0. 1. 0.],-103.642,0.0019531250000000004,82,24
[1. 0. 1. 0. 0. 1. 0.],-103.35400000000004,0.00390625,64,25
[0. 0. 0. 1. 1. 0. 0.],-102.73899999999998,0.009765625000000002,36,26
[1. 0. 0. 0. 1. 1. 0.],-102.524,0.0009765625,100,27
[0. 0. 0. 0. 0. 1. 1.],-102.13999999999999,0.0029296874999999996,72,28
[1. 0. 1. 0. 0. 0. 0.],-102.02200000000005,0.004882812500000001,60,29
[0. 1. 0. 0. 1. 1. 0.],-101.77599999999995,0.0166015625,14,30
