x_0,x_1,x_2,energy,num_occurrences
0,0,0,0.0,1
1,0,0,-109.445,1
1,0,1,-109.65100000000001,1
0,0,1,-200.20600000000002,1
0,1,1,-216.933,1
1,1,1,-126.37799999999999,1
1,1,0,-326.17199999999997,1
0,1,0,-216.72699999999998,1
