x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0.0,-3052.904,247
1,0,0,0,0,1,0,0.0,-3049.88,115
1,1,0,1,0,0,0,0.0,-3028.372,181
0,0,0,0,0,0,1,0.0,-3013.005,103
0,1,0,0,1,0,0,0.0,-3005.5280000000002,112
0,0,1,0,0,1,0,0.0,-2075.779,12
1,0,0,1,0,1,0,0.0,-2067.029,10
1,0,1,1,0,0,0,0.0,-2062.7599999999998,18
0,1,1,1,0,0,0,0.0,-2054.271,28
1,1,0,0,0,1,0,0.0,-2051.2470000000003,13
0,0,0,0,1,1,0,0.0,-2044.185,2
0,0,0,0,0,1,0,0.0,-2040.024,8
0,0,1,0,1,0,0,0.0,-2039.9160000000002,7
0,0,1,0,0,0,0,0.0,-2035.755,19
0,0,0,1,0,0,1,0.0,-2030.154,10
1,0,0,1,0,0,0,0.0,-2027.0049999999999,9
1,0,0,0,0,0,1,0.0,-2022.8609999999999,5
0,1,0,1,1,0,0,0.0,-2022.6770000000001,15
0,1,0,1,0,0,0,0.0,-2018.5159999999998,15
1,1,0,0,1,0,0,0.0,-2015.3839999999998,9
0,1,0,0,0,0,1,0.0,-2014.3720000000003,9
1,1,0,0,0,0,0,0.0,-2011.223,15
0,0,0,0,1,0,0,0.0,-2004.161,6
0,0,1,1,0,1,0,0.0,-1092.9279999999999,5
1,1,0,1,0,1,0,0.0,-1068.3960000000002,2
1,1,1,1,0,0,0,0.0,-1064.1269999999997,3
0,0,0,1,0,1,0,0.0,-1057.1729999999998,1
0,0,1,1,1,0,0,0.0,-1057.065,2
0,0,1,0,0,0,1,0.0,-1048.7600000000002,1
1,0,1,0,0,0,0,0.0,-1045.6109999999999,2
0,1,0,0,0,1,0,0.0,-1041.3909999999996,2
0,1,1,0,0,0,0,0.0,-1037.1220000000003,2
1,1,0,1,1,0,0,0.0,-1032.5329999999994,2
0,1,0,1,0,0,1,0.0,-1031.5210000000002,4
0,0,0,1,1,0,0,0.0,-1021.31,1
0,0,0,0,1,0,1,0.0,-1017.1660000000002,1
0,0,0,1,0,0,0,0.0,-1017.1489999999999,1
1,1,0,1,0,1,0,0.14285714285714285,-1068.3960000000002,1
1,0,0,1,0,1,0,0.14285714285714285,-2067.029,1
1,1,1,1,0,0,0,0.14285714285714285,-1064.1269999999997,1
