x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0.0,-317.601,142
0,0,1,1,0,0,0,0.0,-316.55199999999996,284
1,0,0,0,0,1,0,0.0,-312.111,176
0,1,0,0,1,0,0,0.0,-305.67900000000003,47
1,1,0,1,0,0,0,0.0,-302.038,116
0,0,1,0,0,1,0,0.0,-226.84099999999995,34
0,0,1,0,1,0,0,0.0,-221.839,10
1,0,0,0,0,0,1,0.0,-219.24699999999996,15
1,0,1,1,0,0,0,0.0,-218.19799999999992,26
0,1,0,0,0,0,1,0.0,-217.817,8
0,0,0,1,0,0,1,0.0,-217.777,7
0,1,1,1,0,0,0,0.0,-216.76799999999997,15
0,0,1,0,0,0,0,0.0,-216.37599999999998,16
0,0,0,0,1,1,0,0.0,-215.928,4
1,1,0,0,0,1,0,0.0,-212.327,12
1,0,0,1,0,1,0,0.0,-212.28699999999998,12
0,0,0,0,0,1,0,0.0,-210.46499999999997,13
1,1,0,0,1,0,0,0.0,-207.32500000000005,4
0,1,0,1,1,0,0,0.0,-205.85500000000002,3
0,0,0,0,1,0,0,0.0,-205.46300000000002,2
1,1,0,0,0,0,0,0.0,-201.862,5
1,0,0,1,0,0,0,0.0,-201.82199999999997,6
0,1,0,1,0,0,0,0.0,-200.392,9
0,0,1,0,0,0,1,0.0,-133.97699999999998,3
1,0,1,0,0,1,0,0.0,-128.48699999999997,6
0,0,0,0,0,1,1,0.0,-128.06600000000003,1
0,0,1,1,0,1,0,0.0,-127.01699999999994,3
0,0,0,0,1,0,1,0.0,-123.06400000000008,1
0,0,1,1,1,0,0,0.0,-122.01499999999999,2
1,1,1,1,0,0,0,0.0,-118.41399999999993,3
1,0,1,0,0,0,0,0.0,-118.02199999999993,1
1,0,0,0,1,1,0,0.0,-117.57399999999996,1
0,1,1,0,0,0,0,0.0,-116.59199999999998,1
0,1,0,0,0,1,0,0.0,-110.68099999999998,1
0,0,0,1,0,1,0,0.0,-110.64099999999996,3
0,1,0,0,0,0,0,0.0,-100.21600000000001,2
0,0,0,1,0,0,0,0.0,-100.17599999999999,3
1,0,1,0,0,1,0,0.14285714285714285,-128.48699999999997,1
0,0,1,1,0,1,0,0.14285714285714285,-127.01699999999994,1
0,1,1,0,0,1,0,0.0,72.94300000000004,1
