solution,fval,prob,rank_prob,rank_fval
[0. 0. 0. 0. 0. 0. 1.],-317.601,0.0830078125,1,1
[0. 0. 1. 1. 0. 0. 0.],-316.55199999999996,0.0087890625,46,2
[0. 1. 0. 0. 1. 0. 0.],-305.67900000000003,0.0087890625,45,3
[1. 1. 0. 1. 0. 0. 0.],-302.038,0.0029296874999999996,85,4
[0. 0. 1. 0. 0. 1. 0.],-226.84099999999995,0.0029296874999999996,84,5
[0. 0. 1. 0. 1. 0. 0.],-221.839,0.0019531250000000004,91,6
[1. 0. 0. 0. 0. 0. 1.],-219.24699999999996,0.0205078125,8,7
[1. 0. 1. 1. 0. 0. 0.],-218.19799999999992,0.017578124999999997,11,8
[0. 1. 0. 0. 0. 0. 1.],-217.817,0.0009765625,99,9
[0. 0. 0. 1. 0. 0. 1.],-217.777,0.0019531250000000004,94,10
[0. 1. 1. 1. 0. 0. 0.],-216.76799999999997,0.0009765625,102,11
[0. 0. 1. 0. 0. 0. 0.],-216.37599999999998,0.00390625,74,12
[0. 0. 0. 0. 1. 1. 0.],-215.928,0.00390625,77,13
[1. 1. 0. 0. 0. 1. 0.],-212.327,0.009765625000000002,39,14
[0. 0. 0. 0. 0. 1. 0.],-210.46499999999997,0.0166015625,12,15
[1. 1. 0. 0. 1. 0. 0.],-207.32500000000005,0.0019531250000000004,95,16
[0. 1. 0. 1. 1. 0. 0.],-205.85500000000002,0.0009765625,108,17
[0. 0. 0. 0. 1. 0. 0.],-205.46300000000002,0.00390625,76,18
[1. 1. 0. 0. 0. 0. 0.],-201.862,0.004882812500000001,65,19
[0. 1. 0. 1. 0. 0. 0.],-200.392,0.00390625,78,20
[0. 0. 1. 0. 0. 0. 1.],-133.97699999999998,0.0019531250000000004,96,21
[1. 0. 1. 0. 0. 1. 0.],-128.48699999999985,0.00390625,80,22
[0. 0. 0. 0. 0. 1. 1.],-128.06600000000003,0.012695312499999998,29,23
[0. 0. 1. 1. 0. 1. 0.],-127.01699999999994,0.006835937500000001,55,24
[0. 0. 0. 0. 1. 0. 1.],-123.06400000000008,0.013671875,21,25
[0. 1. 1. 0. 1. 0. 0.],-122.05500000000006,0.0009765625,105,26
[1. 1. 0. 0. 0. 0. 1.],-119.46299999999997,0.009765625000000002,42,27
[1. 0. 0. 1. 0. 0. 1.],-119.423,0.012695312499999998,25,28
[1. 0. 1. 0. 0. 0. 0.],-118.02199999999993,0.00390625,81,29
