solution,fval,prob,rank_prob,rank_fval
[0. 1. 0. 1. 0. 0. 1.],-117.99299999999994,0.0029296874999999996,86,30
[1. 0. 0. 0. 1. 1. 0.],-117.57400000000007,0.0029296874999999996,83,31
[0. 1. 0. 0. 1. 1. 0.],-116.144,0.0009765625,106,32
[0. 1. 0. 0. 0. 1. 0.],-110.68099999999998,0.0009765625,107,33
[0. 0. 0. 1. 0. 1. 0.],-110.64099999999996,0.013671875,22,34
[1. 1. 0. 1. 1. 0. 0.],-107.50100000000003,0.0019531250000000004,93,35
[1. 0. 0. 0. 1. 0. 0.],-107.10900000000004,0.0107421875,34,36
[1. 0. 0. 0. 0. 0. 0.],-101.64599999999999,0.004882812500000001,67,37
[0. 1. 0. 0. 0. 0. 0.],-100.21600000000001,0.013671875,20,38
[0. 0. 0. 1. 0. 0. 0.],-100.17599999999999,0.005859374999999999,59,39
[0. 0. 1. 1. 0. 0. 1.],-34.15300000000002,0.0019531250000000004,98,40
[0. 0. 1. 0. 1. 1. 0.],-32.303999999999974,0.011718749999999998,32,41
[1. 0. 0. 0. 0. 1. 1.],-29.71199999999999,0.015625,17,42
[1. 0. 1. 1. 0. 1. 0.],-28.662999999999897,0.0019531250000000004,97,43
[0. 1. 0. 0. 1. 0. 1.],-23.279999999999973,0.007812500000000002,50,44
[0. 1. 1. 1. 1. 0. 0.],-22.230999999999995,0.006835937500000001,51,45
[1. 1. 0. 1. 0. 0. 1.],-19.63900000000001,0.004882812500000001,69,46
[1. 1. 1. 0. 0. 0. 0.],-18.237999999999943,0.007812500000000002,49,47
[0. 1. 0. 1. 0. 1. 0.],-10.856999999999971,0.009765625000000002,36,48
[1. 0. 0. 1. 1. 0. 0.],-7.284999999999968,0.007812500000000002,47,49
[0. 1. 1. 0. 0. 1. 0.],72.94299999999998,0.0166015625,13,50
[1. 0. 1. 0. 0. 0. 1.],164.37700000000007,0.005859374999999999,64,51
[0. 1. 1. 0. 0. 0. 1.],165.80700000000002,0.006835937500000001,56,52
[1. 1. 1. 0. 0. 1. 0.],171.29700000000003,0.004882812500000001,72,53
[0. 1. 1. 1. 0. 1. 0.],172.76700000000005,0.012695312499999998,26,54
[1. 0. 0. 0. 1. 0. 1.],175.28999999999996,0.0107421875,35,55
[1. 1. 1. 0. 1. 0. 0.],176.29899999999998,0.015625,18,56
[1. 0. 1. 1. 1. 0. 0.],176.33900000000006,0.0244140625,5,57
[0. 0. 0. 1. 1. 0. 1.],176.76,0.006835937500000001,54,58
[1. 0. 0. 1. 1. 1. 0.],182.25,0.006835937500000001,53,59
[0. 1. 0. 1. 1. 1. 0.],183.68000000000006,0.0029296874999999996,88,60
[0. 0. 1. 0. 1. 0. 1.],260.55999999999995,0.005859374999999999,61,61
[1. 0. 1. 1. 0. 0. 1.],264.201,0.005859374999999999,62,62
[0. 1. 1. 1. 0. 0. 1.],265.6310000000001,0.006835937500000001,52,63
[1. 0. 1. 0. 1. 1. 0.],266.0500000000002,0.0263671875,4,64
[0. 0. 0. 0. 1. 1. 1.],266.471,0.028320312499999997,3,65
[0. 1. 1. 0. 1. 1. 0.],267.48,0.012695312499999998,24,66
[0. 0. 1. 1. 1. 1. 0.],267.52,0.009765625000000002,41,67
[1. 1. 0. 0. 0. 1. 1.],270.072,0.015625,19,68
[1. 0. 0. 1. 0. 1. 1.],270.1120000000001,0.0166015625,15,69
[1. 1. 1. 1. 0. 1. 0.],271.1210000000001,0.0029296874999999996,87,70
[1. 1. 0. 0. 1. 0. 1.],275.07399999999996,0.017578124999999997,10,71
[1. 1. 1. 1. 1. 0. 0.],276.12300000000005,0.011718749999999998,31,72
[0. 1. 0. 1. 1. 0. 1.],276.544,0.009765625000000002,40,73
[1. 1. 0. 1. 1. 1. 0.],282.034,0.012695312499999998,27,74
[1. 1. 1. 0. 0. 0. 1.],464.16100000000006,0.013671875,23,75
[0. 1. 0. 1. 0. 1. 1.],471.54200000000003,0.012695312499999998,28,76
[1. 0. 0. 1. 1. 0. 1.],475.11400000000003,0.0029296874999999996,82,77
[1. 0. 1. 0. 0. 1. 1.],553.9120000000001,0.017578124999999997,9,78
[0. 0. 1. 1. 0. 1. 1.],555.3820000000001,0.009765625000000002,38,79
[0. 1. 1. 0. 1. 0. 1.],560.3439999999999,0.0009765625,104,80
[0. 0. 1. 1. 1. 0. 1.],560.384,0.0087890625,44,81
[1. 0. 0. 0. 1. 1. 1.],564.8249999999999,0.009765625000000002,37,82
[1. 1. 1. 0. 1. 1. 0.],565.8340000000001,0.00390625,73,83
[1. 0. 1. 1. 1. 1. 0.],565.874,0.004882812500000001,68,84
[0. 1. 0. 0. 1. 1. 1.],566.255,0.021484375,7,85
[0. 1. 1. 1. 1. 1. 0.],567.3040000000001,0.004882812500000001,70,86
[1. 1. 0. 1. 0. 1. 1.],569.8960000000001,0.04687499999999999,2,87
[1. 1. 0. 1. 1. 0. 1.],574.8979999999999,0.004882812500000001,71,88
[0. 1. 1. 0. 0. 1. 1.],755.342,0.005859374999999999,63,89
[0. 0. 0. 1. 1. 1. 1.],766.295,0.005859374999999999,60,90
[0. 0. 1. 0. 1. 1. 1.],850.095,0.005859374999999999,58,91
[1. 0. 1. 1. 0. 1. 1.],853.7360000000001,0.0009765625,101,92
[1. 1. 0. 0. 1. 1. 1.],864.609,0.0009765625,100,93
[1. 1. 1. 1. 1. 1. 0.],865.6580000000001,0.022460937499999997,6,94
[1. 1. 1. 0. 0. 1. 1.],1053.696,0.015625,16,95
[0. 1. 1. 1. 0. 1. 1.],1055.1660000000002,0.0087890625,43,96
[1. 0. 1. 1. 1. 0. 1.],1058.738,0.005859374999999999,57,97
[1. 0. 0. 1. 1. 1. 1.],1064.649,0.0019531250000000004,90,98
[0. 1. 0. 1. 1. 1. 1.],1066.0790000000002,0.0009765625,103,99
[1. 0. 1. 0. 1. 1. 1.],1348.449,0.0107421875,33,100
[0. 1. 1. 0. 1. 1. 1.],1349.879,0.0019531250000000004,92,101
[1. 1. 1. 1. 0. 1. 1.],1353.52,0.00390625,79,102
[1. 1. 1. 1. 1. 0. 1.],1358.522,0.011718749999999998,30,103
[1. 1. 0. 1. 1. 1. 1.],1364.433,0.004882812500000001,66,104
[1. 1. 1. 0. 1. 1. 1.],1848.2330000000002,0.00390625,75,105
[1. 0. 1. 1. 1. 1. 1.],1848.2730000000001,0.0166015625,14,106
[0. 1. 1. 1. 1. 1. 1.],1849.703,0.0019531250000000004,89,107
[1. 1. 1. 1. 1. 1. 1.],2348.0570000000002,0.007812500000000002,48,108
