x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
1,1,0,1,0,0,0,0.0,-3127.362,220
1,0,0,0,0,1,0,0.0,-3116.98,126
0,0,1,1,0,0,0,0.0,-3010.7920000000004,139
0,0,0,0,0,0,1,0.0,-3000.577,104
0,1,0,0,1,0,0,0.0,-3000.094,180
1,0,0,1,0,1,0,0.0,-2127.559,10
1,0,1,1,0,0,0,0.0,-2127.5190000000002,19
1,0,0,1,0,0,0,0.0,-2127.3059999999996,17
1,0,0,0,0,0,1,0.0,-2117.304,10
1,1,0,0,0,1,0,0.0,-2117.036,15
1,1,0,0,1,0,0,0.0,-2116.821,11
1,1,0,0,0,0,0,0.0,-2116.783,15
0,0,0,1,0,0,1,0.0,-2011.156,7
0,1,1,1,0,0,0,0.0,-2010.8480000000002,8
0,1,0,1,1,0,0,0.0,-2010.6729999999998,15
0,1,0,1,0,0,0,0.0,-2010.635,20
0,1,0,0,0,0,1,0.0,-2000.6330000000003,8
0,0,1,0,0,1,0,0.0,-2000.4660000000003,6
0,0,0,0,1,1,0,0.0,-2000.2910000000002,10
0,0,0,0,0,1,0,0.0,-2000.2530000000002,14
0,0,1,0,1,0,0,0.0,-2000.2510000000002,4
0,0,1,0,0,0,0,0.0,-2000.2130000000002,10
0,0,0,0,1,0,0,0.0,-2000.038,11
1,0,0,1,0,0,1,0.0,-1127.8829999999998,2
1,1,0,1,0,1,0,0.0,-1127.6149999999998,1
1,1,1,1,0,0,0,0.0,-1127.575,1
1,0,1,0,0,0,0,0.0,-1116.94,2
1,0,0,0,1,0,0,0.0,-1116.7649999999999,2
0,0,0,1,0,1,0,0.0,-1010.8320000000003,1
0,0,0,1,1,0,0,0.0,-1010.6170000000002,2
0,0,0,1,0,0,0,0.0,-1010.579,1
0,0,0,0,0,1,1,0.0,-1000.8299999999999,1
0,0,1,0,0,0,1,0.0,-1000.7900000000009,1
0,0,0,0,1,0,1,0.0,-1000.6149999999998,1
0,1,0,0,0,0,0,0.0,-1000.056,1
1,1,1,1,0,0,0,0.14285714285714285,-1127.575,1
1,0,1,1,0,0,0,0.14285714285714285,-2127.5190000000002,1
0,0,1,1,0,0,1,0.0,-11.369000000000824,1
0,1,0,1,0,1,0,0.0,-10.888000000000147,1
1,0,0,0,0,0,1,0.14285714285714285,-2117.304,1
