solution,fval,prob,rank_prob,rank_fval
[1. 1. 1. 0. 1. 1. 0.],482.71299999999997,0.03125000000000001,3,79
[0. 1. 0. 1. 0. 1. 1.],488.53499999999997,0.00390625,77,80
[0. 0. 1. 1. 0. 1. 1.],588.3779999999999,0.005859374999999999,61,81
[0. 0. 1. 1. 1. 0. 1.],588.593,0.0205078125,11,82
[0. 1. 1. 1. 1. 1. 0.],588.8610000000001,0.006835937500000001,48,83
[0. 1. 0. 0. 1. 1. 1.],599.076,0.0009765625,98,84
[0. 1. 1. 0. 1. 0. 1.],599.116,0.0029296874999999996,82,85
[1. 0. 1. 0. 1. 0. 1.],682.4449999999999,0.005859374999999999,59,86
[1. 0. 1. 1. 0. 1. 1.],771.6510000000001,0.0029296874999999996,84,87
[1. 1. 1. 1. 1. 1. 0.],772.134,0.004882812500000001,66,88
[1. 1. 0. 0. 1. 1. 1.],782.3489999999999,0.018554687500000003,13,89
[0. 0. 0. 1. 1. 1. 1.],788.553,0.005859374999999999,63,90
[0. 1. 1. 0. 0. 1. 1.],798.9010000000001,0.0019531250000000004,93,91
[0. 1. 1. 1. 1. 0. 1.],888.537,0.0263671875,5,92
[0. 0. 1. 0. 1. 1. 1.],898.919,0.007812500000000002,44,93
[1. 0. 0. 1. 1. 1. 1.],971.826,0.009765625000000002,32,94
[1. 0. 1. 1. 1. 0. 1.],971.866,0.0019531250000000004,90,95
[0. 1. 1. 1. 0. 1. 1.],1088.3220000000001,0.00390625,80,96
[0. 1. 0. 1. 1. 1. 1.],1088.497,0.00390625,81,97
[1. 1. 1. 1. 0. 1. 1.],1271.595,0.015625,18,98
[1. 1. 0. 1. 1. 1. 1.],1271.77,0.0087890625,39,99
[1. 1. 1. 1. 1. 0. 1.],1271.81,0.006835937500000001,56,100
[1. 0. 1. 0. 1. 1. 1.],1282.192,0.006835937500000001,57,101
[0. 0. 1. 1. 1. 1. 1.],1388.34,0.0087890625,40,102
[0. 1. 1. 0. 1. 1. 1.],1398.863,0.0029296874999999996,89,103
[1. 0. 1. 1. 1. 1. 1.],1771.613,0.0107421875,31,104
[0. 1. 1. 1. 1. 1. 1.],1888.284,0.006835937500000001,58,105
[1. 1. 1. 1. 1. 1. 1.],2271.557,0.0087890625,34,106
