x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-4071.258,17
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-4068.793,12
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-4058.299,17
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-4054.567,19
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-4053.6659999999997,11
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.06666666666666667,-2073.9349999999995,22
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-4048.2129999999997,10
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-4047.269,7
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-4047.011,18
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-4038.6129999999994,17
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-4034.6809999999996,17
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-4032.216,9
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-4030.4500000000003,10
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-4028.9580000000005,6
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-4020.9280000000003,16
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-4003.6899999999996,23
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,-3096.2429999999995,5
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-3089.1359999999995,2
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-3085.2129999999997,2
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-3082.1489999999994,4
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-3077.2699999999995,5
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-3075.5869999999995,13
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-3074.7189999999996,1
