x_0,x_1,x_2,energy,num_occurrences
0,0,0,0.0,1
1,0,0,-100.30600000000001,1
1,0,1,-100.654,1
0,0,1,-200.348,1
0,1,1,-101.11099999999999,1
1,1,1,-1.4170000000000016,1
1,1,0,-201.06900000000002,1
0,1,0,-100.763,1
