x_0,x_1,x_2,energy,num_occurrences
0,0,0,0.0,1
1,0,0,-100.81200000000001,1
1,0,1,-103.86000000000001,1
0,0,1,-203.048,1
0,1,1,-110.94799999999998,1
1,1,1,-11.76000000000002,1
1,1,0,-208.71200000000002,1
0,1,0,-107.9,1
