x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
1,1,0,0.0,-208.71200000000002,571
0,0,1,0.0,-203.048,427
0,1,0,0.0,-107.9,1
1,0,1,0.0,-103.86000000000001,1
