x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
1,0,0,0,0,1,0,0.0,-3014.63,215
0,1,0,0,1,0,0,0.0,-3014.548,59
0,0,0,0,0,0,1,0.0,-3008.0330000000004,180
1,1,0,1,0,0,0,0.0,-3007.1310000000003,116
0,0,1,1,0,0,0,0.0,-3003.751,173
0,0,0,0,1,1,0,0.0,-2023.2079999999996,27
1,1,0,0,1,0,0,0.0,-2019.516,5
0,0,1,0,1,0,0,0.0,-2016.136,10
1,0,0,1,0,1,0,0.0,-2015.7910000000002,12
0,1,0,1,1,0,0,0.0,-2015.7089999999998,16
1,1,0,0,0,1,0,0.0,-2015.632,14
0,0,0,0,1,0,0,0.0,-2013.5459999999998,12
1,0,0,0,0,0,1,0.0,-2013.0010000000002,14
0,0,1,0,0,1,0,0.0,-2012.252,17
0,0,0,0,0,1,0,0.0,-2009.6619999999998,19
0,0,0,1,0,0,1,0.0,-2009.1940000000004,21
0,1,0,0,0,0,1,0.0,-2009.0350000000003,14
1,0,1,1,0,0,0,0.0,-2008.719,7
1,0,0,1,0,0,0,0.0,-2006.1290000000001,9
1,1,0,0,0,0,0,0.0,-2005.97,7
0,1,1,1,0,0,0,0.0,-2004.7530000000002,15
0,0,1,0,0,0,0,0.0,-2002.5900000000001,6
0,1,0,1,0,0,0,0.0,-2002.163,6
0,0,0,0,0,1,1,0.0,-1017.6949999999997,4
0,0,1,1,1,0,0,0.0,-1017.297,1
1,0,1,0,0,1,0,0.0,-1017.2200000000003,1
0,1,1,0,1,0,0,0.0,-1017.1379999999999,2
1,1,0,1,0,1,0,0.0,-1016.7930000000001,1
0,0,0,1,1,0,0,0.0,-1014.7069999999999,3
0,0,0,1,0,1,0,0.0,-1010.8229999999999,1
0,0,1,0,0,0,1,0.0,-1010.6230000000005,3
0,0,0,1,0,0,0,0.0,-1001.1610000000001,1
0,1,0,0,0,0,0,0.0,-1001.002,1
1,1,0,1,1,0,0,0.14285714285714285,-1020.6770000000001,1
1,1,0,0,1,0,0,0.14285714285714285,-2019.516,1
0,0,1,0,1,1,0,0.0,-25.797999999999774,1
1,0,0,0,0,1,1,0.0,-22.662999999999784,1
0,0,0,0,1,1,0,0.14285714285714285,-2023.2079999999996,1
0,1,0,0,1,0,0,0.14285714285714285,-3014.548,1
0,0,0,1,1,1,0,0.0,975.6310000000003,1
0,0,0,0,1,0,1,0.14285714285714285,-1021.5789999999997,1
