x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-4004.7739999999994,14
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-4003.847,10
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-4003.4910000000004,13
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-4003.486,14
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-4003.451,26
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-4002.508,21
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-4002.199,13
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-4002.159,16
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-4001.923,12
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-4001.817,9
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-4001.567,4
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-4001.225,7
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-4001.0240000000003,18
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-4000.9710000000005,6
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-4000.542,8
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,-3005.1449999999995,5
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-3005.018,9
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,-3004.807999999999,6
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-3004.7889999999998,3
0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,-3004.779,2
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-3004.768,7
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,-3004.7389999999996,5
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-3004.669,9
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-3004.433,4
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,-3004.4179999999997,12
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-3004.383,4
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-3004.327,5
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-3004.077,2
1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-3003.862,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-3003.8419999999996,7
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-3003.813,8
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,-3003.735,9
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-3003.5340000000006,9
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-3003.5200000000004,6
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-3003.501,4
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-3003.4970000000003,2
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3003.4810000000007,6
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3003.476,1
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-3003.4570000000003,4
0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-3003.4399999999996,4
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3003.4359999999997,4
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,-3003.0910000000003,4
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3003.052,5
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-3002.884,4
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-3002.8549999999996,1
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,-3002.785,3
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-3002.57,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3002.559,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,-3002.5419999999995,4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-3002.523,4
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,-3002.513,5
0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-3002.443,2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-3002.2880000000005,3
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,-3002.264,3
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-3002.259,3
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,-3002.214000000001,2
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,-3002.209,4
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-3002.193,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,-3002.1890000000003,6
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-3002.188,2
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-3002.174,5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-3002.165,4
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,-3002.1569999999997,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,-3002.152,6
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-3002.117,4
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,-3002.0609999999997,2
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-3001.9570000000003,3
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-3001.956,4
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-3001.938,2
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,-3001.9030000000002,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,-3001.8510000000006,3
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-3001.84,6
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,-3001.8320000000003,4
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-3001.8109999999997,7
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,-3001.8109999999997,3
1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,-3001.6010000000006,4
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,-3001.5959999999995,3
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,-3001.5609999999997,9
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-3001.5519999999997,4
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3001.4739999999997,2
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3001.4339999999993,2
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,-3001.337,2
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-3001.2670000000003,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-3001.191,5
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-3001.1279999999997,2
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-3001.058000000001,7
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-3001.0390000000007,4
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-3000.981,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-3000.9759999999997,6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-3000.956,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3000.941,8
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-3000.885,5
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,-3000.635,8
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,-3000.5570000000002,2
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.06666666666666667,-4003.847,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.06666666666666667,-2002.3559999999998,5
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0,-2006.0769999999993,4
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,-2006.0069999999998,1
0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-2005.9499999999998,1
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,-2005.6999999999998,3
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,-2005.3939999999996,3
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,-2005.1789999999996,2
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-2005.0800000000004,1
1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-2005.0330000000004,2
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,-2004.8229999999999,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,-2004.817999999999,5
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,-2004.7889999999995,3
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-2004.7830000000001,5
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,-2004.7729999999997,2
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,-2004.7690000000002,1
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,-2004.745,2
0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-2004.703,6
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,-2004.6980000000003,1
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-2004.6840000000002,1
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-2004.6750000000004,3
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,-2004.6620000000003,7
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-2004.6270000000004,8
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,-2004.4660000000003,6
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-2004.4519999999998,1
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,-2004.4480000000003,1
1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,-2004.417,4
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,-2004.4130000000005,2
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-2004.412,5
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-2004.3679999999995,2
0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,-2004.3610000000003,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-2004.321,3
1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,-2004.1110000000003,1
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,-2004.1059999999998,2
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,-2004.071,4
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,-2004.0620000000001,2
0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,-2003.984,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-2003.9439999999995,2
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,-2003.8759999999997,1
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,-2003.8280000000002,2
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-2003.741,5
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-2003.701,3
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-2003.5680000000007,5
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-2003.549000000001,4
